ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
9.36021e-05,8.52359e-05,3.51923e-07,7.05783e-06,0.000111887,-8.99957e-07,-1.9617e-05,3.19581e-06,8
7.26894e-05,0.000129506,-5.55971e-06,-2.76585e-07,6.10276e-05,1.46931e-06,-3.01592e-05,4.49538e-07,8
3.53147e-05,0.000136765,-6.18265e-06,-2.64955e-06,-6.1949e-06,2.77536e-06,-3.59189e-05,-6.34412e-07,8
1.95465e-05,0.000113118,-4.6577e-08,-2.56743e-06,-4.36352e-05,3.60677e-06,-3.51296e-05,-1.06685e-06,8
2.12591e-05,6.49091e-05,8.81734e-06,-7.32277e-06,-4.0821e-05,3.66722e-06,-3.0772e-05,-2.05354e-06,8
1.06005e-05,-9.79457e-08,1.44131e-05,-1.95775e-05,-1.89256e-05,1.91855e-06,-2.36892e-05,-2.40269e-06,8
-2.6082e-05,-6.52734e-05,1.2893e-05,-2.88234e-05,-6.72672e-06,-1.35744e-06,-1.08455e-05,-1.74964e-06,8
-7.48388e-05,-0.000101628,8.32272e-06,-2.40156e-05,-6.28088e-06,-4.94486e-06,5.31762e-06,1.64316e-07,8
-0.000117201,-9.16643e-05,6.85736e-06,-8.34656e-06,-6.24043e-06,-5.89678e-06,2.10517e-05,2.14728e-06,8
-0.000146543,-6.46572e-05,1.05648e-05,6.49719e-06,-1.01158e-05,-4.96216e-06,3.37142e-05,3.25554e-06,8
-0.000156552,-5.3451e-05,1.53246e-05,9.08967e-06,-2.94719e-05,-4.168e-06,4.20862e-05,3.13647e-06,8
-0.00013665,-5.31468e-05,1.57773e-05,-9.64738e-06,-5.11472e-05,-4.26497e-06,4.62897e-05,2.10456e-06,8
-8.93569e-05,-3.75936e-05,1.04904e-05,-4.3673e-05,-4.99359e-05,-4.61703e-06,4.82639e-05,9.9977e-08,8
-4.13151e-05,-8.06256e-06,1.831e-06,-6.51343e-05,-2.8311e-05,-5.74364e-06,4.92546e-05,-1.39752e-06,8
-1.59237e-05,1.96676e-05,-6.09152e-06,-5.86083e-05,-1.18008e-05,-6.48088e-06,4.88732e-05,-2.16281e-06,8
-1.02645e-05,3.61919e-05,-9.40141e-06,-3.51742e-05,-1.03841e-05,-5.04014e-06,4.66916e-05,-1.57557e-06,8
-1.09737e-05,4.13119e-05,-8.67899e-06,-1.04674e-05,-1.47386e-05,-3.38111e-06,4.24585e-05,7.55907e-07,8
-1.29517e-05,3.89175e-05,-7.33486e-06,1.02722e-05,-1.19968e-05,-3.58294e-06,3.67754e-05,2.06703e-06,8
-1.62643e-05,3.74779e-05,-7.18247e-06,3.22105e-05,6.06435e-06,-4.48672e-06,3.14166e-05,2.27337e-06,8
-2.2251e-05,3.45859e-05,-6.2108e-06,5.35778e-05,3.44862e-05,-5.60387e-06,2.80855e-05,2.26023e-06,8
-3.13887e-05,2.43259e-05,-7.24438e-06,6.08176e-05,6.03691e-05,-6.20777e-06,2.48077e-05,2.12261e-06,8
-2.98179e-05,1.65047e-05,-1.34014e-05,4.6135e-05,6.85516e-05,-5.94237e-06,2.02817e-05,1.69875e-06,8
-1.07973e-05,2.55488e-05,-1.76501e-05,1.8737e-05,6.15854e-05,-4.32124e-06,1.70075e-05,5.04343e-07,8
7.22514e-06,4.15977e-05,-2.24761e-05,-6.14005e-06,4.80147e-05,-3.14603e-06,1.43417e-05,8.86343e-07,8
1.03815e-05,2.74586e-05,-3.355e-05,-1.60211e-05,3.21673e-05,-4.46361e-06,1.12298e-05,1.30789e-05,8
-6.60579e-06,-1.62059e-05,-4.26459e-05,-5.69043e-06,1.8301e-05,-6.50426e-06,8.93092e-06,4.29588e-05,8
-3.48326e-05,-3.90116e-05,-3.85721e-05,1.2774e-05,7.34718e-06,-8.42424e-06,6.70591e-06,6.81159e-05,8
-6.35745e-05,-2.95261e-05,-2.49484e-05,2.53436e-05,2.30127e-06,-9.81888e-06,3.05077e-06,6.91782e-05,8
-9.00572e-05,-2.11137e-05,-1.23135e-05,3.14618e-05,3.98024e-07,-1.21247e-05,-6.58162e-06,5.17558e-05,8
-0.000109127,-2.52925e-05,-4.57294e-06,3.45164e-05,7.39144e-07,-1.55254e-05,-2.12087e-05,2.40642e-05,8
-0.000111677,-2.63259e-05,-2.48644e-06,3.47332e-05,6.41188e-06,-1.78913e-05,-3.14622e-05,-8.08642e-06,8
-9.45516e-05,-1.55751e-05,-4.67904e-06,3.15251e-05,1.11221e-05,-1.84197e-05,-3.241e-05,-3.62394e-05,8
-6.69599e-05,1.43902e-07,-5.95494e-06,2.35953e-05,4.51257e-06,-1.95707e-05,-2.66799e-05,-5.13595e-05,8
-4.21715e-05,1.21484e-05,-3.41872e-06,1.27769e-05,-1.19819e-05,-2.19054e-05,-1.72263e-05,-5.37431e-05,8
-2.74473e-05,1.60213e-05,-8.70101e-07,1.91199e-06,-2.21218e-05,-2.41634e-05,-6.48128e-06,-5.02246e-05,8
-1.57965e-05,1.58302e-05,-1.0718e-06,-1.15219e-05,-1.38811e-05,-2.46445e-05,4.84721e-06,-4.57049e-05,8
-4.10307e-06,1.52959e-05,-2.37509e-06,-2.77173e-05,1.34775e-05,-2.30316e-05,1.58768e-05,-3.74691e-05,8
1.62292e-06,1.61792e-05,-2.99704e-06,-4.1915e-05,5.23345e-05,-2.0605e-05,2.47857e-05,-2.40065e-05,8
-3.02496e-06,1.77675e-05,-3.19539e-06,-4.8935e-05,8.30186e-05,-1.89296e-05,3.04204e-05,-1.01314e-05,8
-1.46998e-05,2.01606e-05,-2.58795e-06,-4.64135e-05,8.07241e-05,-1.7383e-05,3.27528e-05,-1.06824e-06,8
-2.91587e-05,2.25672e-05,-1.54369e-06,-3.77557e-05,4.59921e-05,-1.48341e-05,3.40273e-05,2.06281e-06,8
-4.07625e-05,2.59922e-05,-2.15452e-06,-2.9938e-05,7.13357e-06,-1.34139e-05,3.61687e-05,3.4863e-06,8
-4.54044e-05,2.92534e-05,-6.2827e-06,-2.62713e-05,-1.6844e-05,-1.44456e-05,3.82776e-05,7.11075e-06,8
-4.44115e-05,3.03833e-05,-1.022e-05,-2.14938e-05,-3.52737e-05,-1.56525e-05,3.78245e-05,1.11484e-05,8
-4.22986e-05,3.14441e-05,-6.76457e-06,-1.13957e-05,-4.30161e-05,-1.35599e-05,3.46015e-05,1.42393e-05,8
-4.2555e-05,3.86745e-05,1.9098e-06,5.60872e-07,-1.34248e-05,-9.86151e-06,2.94139e-05,1.58505e-05,8
-4.596e-05,5.30148e-05,7.9231e-06,1.0897e-05,3.65302e-05,-8.73253e-06,2.42721e-05,1.39374e-05,8
-5.39028e-05,6.64699e-05,1.01092e-05,1.42226e-05,6.58906e-05,-1.18954e-05,2.23851e-05,1.18177e-05,8
-6.1367e-05,6.35642e-05,1.12646e-05,5.14231e-06,6.02213e-05,-1.58716e-05,2.21817e-05,1.18233e-05,8
-5.63401e-05,5.18441e-05,1.263e-05,-1.39694e-05,3.91343e-05,-1.68514e-05,1.12245e-05,1.04695e-05,8
-2.97405e-05,5.81843e-05,1.13492e-05,-3.45365e-05,2.13831e-05,-1.47518e-05,-1.20965e-05,7.89673e-06,8
1.5381e-05,8.42392e-05,8.58511e-06,-5.07016e-05,3.84478e-06,-1.07263e-05,-3.37804e-05,6.83078e-06,8
5.18302e-05,0.000105222,1.09419e-05,-5.71797e-05,-1.11708e-05,-5.2907e-06,-4.36709e-05,6.80518e-06,8
5.62287e-05,9.35182e-05,1.55518e-05,-5.32699e-05,-1.89507e-05,-7.66544e-07,-4.01822e-05,7.35808e-06,8
4.03729e-05,4.86553e-05,1.78527e-05,-4.89997e-05,-1.39691e-05,4.7804e-07,-2.94648e-05,7.64744e-06,8
2.6664e-05,-1.66366e-06,2.05248e-05,-4.98498e-05,-1.81844e-06,-1.935e-07,-1.51518e-05,8.32731e-06,8
2.24469e-05,-2.55121e-05,2.8342e-05,-3.96736e-05,8.67872e-06,-6.18304e-07,1.54525e-06,8.19828e-06,8
1.97143e-05,-3.20337e-05,3.91113e-05,7.41911e-06,1.21721e-05,-9.00083e-07,1.97265e-05,8.19502e-06,8
1.41428e-05,-3.5597e-05,4.56513e-05,7.80664e-05,4.33067e-06,-1.95369e-06,3.65349e-05,1.08846e-05,8
9.33194e-06,-3.09393e-05,4.18563e-05,0.000121997,-8.32104e-06,-2.35064e-06,4.89801e-05,1.72132e-05,8
4.43275e-06,-2.07909e-05,2.36463e-05,0.00010973,-1.52541e-05,-2.4029e-06,5.62283e-05,2.27058e-05,8
-1.01795e-05,-1.90152e-05,-5.92806e-06,6.48911e-05,-1.37863e-05,-3.33419e-06,5.87526e-05,2.14017e-05,8
-3.54659e-05,-3.14735e-05,-3.85326e-05,2.97023e-05,-8.62795e-06,-4.26648e-06,5.745e-05,1.4238e-05,8
-5.76698e-05,-4.37445e-05,-6.48051e-05,1.18158e-05,1.36039e-06,-4.23681e-06,5.22639e-05,4.74869e-06,8
-6.67769e-05,-4.16943e-05,-7.87448e-05,-3.61788e-06,1.90425e-05,-4.26079e-06,4.51199e-05,-1.67502e-06,8
-6.71207e-05,-2.50636e-05,-8.01137e-05,-9.64566e-06,4.02814e-05,-4.22487e-06,3.84301e-05,-3.66013e-06,8
-6.29793e-05,-8.89866e-06,-7.56117e-05,3.19827e-06,5.01948e-05,-3.63523e-06,3.3081e-05,-2.76919e-06,8
-5.21541e-05,-1.58544e-06,-7.45599e-05,1.40541e-05,4.08013e-05,-4.70132e-06,2.82561e-05,-6.56944e-07,8
-3.54624e-05,7.92159e-06,-8.02393e-05,4.16048e-06,1.89635e-05,-7.14462e-06,2.45925e-05,1.82491e-06,8
-1.38588e-05,2.99259e-05,-8.6955e-05,-1.8389e-05,1.58969e-06,-7.13901e-06,2.20582e-05,2.55367e-06,8
1.07056e-05,4.95365e-05,-8.72569e-05,-3.76245e-05,9.17071e-06,-2.21757e-06,1.95986e-05,3.86006e-07,8
2.77608e-05,5.87825e-05,-7.42714e-05,-4.27905e-05,5.46e-05,3.47983e-06,1.64063e-05,-2.57788e-06,8
2.94169e-05,6.96474e-05,-4.8143e-05,-2.82918e-05,0.000119697,3.49886e-06,1.41736e-05,-5.42628e-06,8
1.19415e-05,8.85814e-05,-2.26785e-05,-5.60377e-06,0.000146644,-1.81834e-06,1.22579e-05,-8.01173e-06,8
-2.62393e-05,9.3316e-05,-9.0223e-06,9.63647e-06,9.52246e-05,-7.86339e-06,7.95293e-06,-1.09962e-05,8
-6.66533e-05,4.9622e-05,-6.43245e-06,1.47574e-05,2.57298e-05,-1.19807e-05,3.11257e-06,-1.39829e-05,8
-9.40589e-05,4.57189e-06,-1.64176e-06,1.2902e-05,6.48127e-07,-1.41455e-05,6.95452e-07,-1.38921e-05,8
-0.000102722,6.22035e-06,1.011e-05,6.58301e-06,-3.41727e-06,-1.48868e-05,-2.31998e-07,-1.06087e-05,8
-9.1484e-05,1.05803e-05,1.74246e-05,2.25721e-07,-1.10816e-05,-1.27123e-05,-2.70639e-06,-7.13278e-06,8
-7.00341e-05,-1.39258e-05,1.80393e-05,-5.87045e-07,-2.08994e-05,-6.88006e-06,-4.85336e-06,-4.80946e-06,8
-4.58485e-05,-5.27117e-05,1.56798e-05,3.84385e-06,-2.73412e-05,-1.95605e-06,-3.90517e-06,-3.47036e-06,8
-3.05916e-05,-7.52306e-05,1.33389e-05,3.84739e-06,-3.45526e-05,-2.0394e-06,-1.43481e-06,-2.57048e-06,8
-2.96977e-05,-6.67345e-05,1.10167e-05,-5.66821e-06,-3.6132e-05,-5.49077e-06,-1.55753e-07,-1.26903e-06,8
-3.63306e-05,-2.62623e-05,7.05226e-06,-1.88614e-05,-3.00555e-05,-1.04253e-05,-1.9779e-08,1.05098e-08,8
-4.14631e-05,2.21927e-05,2.80187e-06,-3.13526e-05,-2.08636e-05,-1.58045e-05,-2.05199e-06,2.48876e-07,8
-4.25973e-05,3.79211e-05,4.01177e-07,-4.07539e-05,-6.78784e-06,-1.91426e-05,-7.7799e-06,7.1767e-08,8
-4.10651e-05,8.68116e-06,-2.96188e-07,-5.04731e-05,9.87776e-06,-1.95873e-05,-1.43321e-05,7.78184e-07,8
-3.85948e-05,-4.44658e-05,1.17105e-06,-5.89456e-05,2.11238e-05,-1.80069e-05,-1.78945e-05,7.35086e-07,8
-3.80221e-05,-9.15732e-05,4.75147e-06,-5.84651e-05,2.19273e-05,-1.54897e-05,-1.6463e-05,-2.0964e-06,8
-3.81444e-05,-0.000110623,5.6221e-06,-4.46819e-05,1.46357e-05,-1.40908e-05,-1.01753e-05,-6.52851e-06,8
-3.67715e-05,-8.14763e-05,1.90126e-06,-2.21706e-05,4.02942e-06,-1.43349e-05,9.09289e-08,-1.07546e-05,8
-3.13794e-05,-1.16501e-05,-4.86223e-06,-1.89081e-06,-1.48496e-06,-1.447e-05,1.14358e-05,-1.2648e-05,8
-2.35184e-05,4.84066e-05,-1.1273e-05,9.14882e-06,-1.63536e-06,-1.40247e-05,2.01727e-05,-1.05165e-05,8
-1.68847e-05,5.30328e-05,-1.19936e-05,1.28042e-05,-1.33479e-06,-1.41791e-05,2.59303e-05,-5.0153e-06,8
-1.02932e-05,2.47196e-05,-4.60152e-06,1.41114e-05,-6.02919e-06,-1.52534e-05,2.90965e-05,5.94342e-07,8
3.98497e-06,1.124e-05,6.29943e-06,1.21088e-05,-1.32972e-05,-1.48975e-05,3.01281e-05,3.71386e-06,8
2.96267e-05,1.84463e-05,1.60028e-05,9.59749e-06,-2.11619e-05,-1.25534e-05,2.91347e-05,2.34485e-06,8
6.0501e-05,2.09953e-05,2.36753e-05,1.44281e-05,-3.32332e-05,-1.20099e-05,2.63239e-05,-6.51024e-07,8
7.25492e-05,8.28966e-06,2.87533e-05,2.71015e-05,-3.86432e-05,-1.3457e-05,2.21262e-05,-4.74652e-07,8
4.43345e-05,-3.46297e-06,3.1156e-05,4.49288e-05,-1.33304e-05,-1.36867e-05,1.83974e-05,1.57213e-06,8
-9.36379e-06,1.71851e-05,2.96344e-05,6.18864e-05,3.6581e-05,-1.32271e-05,1.71628e-05,2.95588e-06,8
-7.22541e-05,6.22175e-05,1.79112e-05,5.65729e-05,8.06119e-05,-1.31463e-05,1.75026e-05,4.8521e-06,8
-0.000134356,7.92812e-05,-1.43612e-06,3.00393e-05,9.40159e-05,-1.52903e-05,1.8505e-05,7.32567e-06,8
-0.000195543,5.55939e-05,-1.93451e-05,5.5767e-06,8.74743e-05,-2.04099e-05,1.79435e-05,8.6676e-06,8
-0.0002531,2.33436e-05,-2.87457e-05,-1.0203e-05,8.48763e-05,-2.31203e-05,1.61007e-05,8.97695e-06,8
-0.000276709,4.56919e-06,-2.65343e-05,-1.87816e-05,8.59075e-05,-2.00145e-05,1.57232e-05,7.55605e-06,8
-0.000252342,9.38053e-06,-1.95161e-05,-2.38282e-05,8.82651e-05,-1.198e-05,1.59301e-05,6.35137e-06,8
-0.000184731,3.85536e-05,-1.19456e-05,-2.92504e-05,7.15019e-05,-5.22791e-06,1.5718e-05,6.04066e-06,8
-9.80396e-05,6.31023e-05,-4.3274e-06,-3.22667e-05,2.77009e-05,-3.98042e-06,1.55942e-05,4.29512e-06,8
-1.17055e-05,4.67304e-05,8.47206e-07,-3.0265e-05,-1.91587e-05,-3.85253e-06,1.5817e-05,1.32709e-06,8
6.25925e-05,-7.0927e-06,1.17526e-06,-2.53731e-05,-4.26261e-05,-1.00267e-06,1.62224e-05,-7.23002e-07,8
0.000111252,-5.63442e-05,-1.71103e-06,-1.95468e-05,-4.27864e-05,4.14232e-06,1.61225e-05,-4.62869e-07,8
0.000129577,-6.82367e-05,-3.97132e-06,-1.30439e-05,-3.92418e-05,1.00082e-05,1.43703e-05,-1.41781e-07,8
0.000118722,-4.72131e-05,-3.66346e-06,-9.38635e-06,-4.5657e-05,1.5279e-05,1.18496e-05,-2.34378e-06,8
9.37561e-05,-1.65956e-05,-4.13817e-06,-1.28002e-05,-5.86425e-05,1.77344e-05,1.10068e-05,-7.00021e-06,8
6.84982e-05,1.07853e-05,-9.7806e-06,-1.83529e-05,-6.66732e-05,1.64686e-05,1.1957e-05,-1.05436e-05,8
4.65643e-05,3.79798e-05,-1.9861e-05,-1.525e-05,-6.39614e-05,1.21125e-05,1.28249e-05,-9.06828e-06,8
2.1851e-05,6.4424e-05,-2.95132e-05,1.59096e-07,-4.83158e-05,6.58766e-06,1.35177e-05,-4.36106e-06,8
-2.31835e-06,7.38234e-05,-3.56814e-05,2.09704e-05,-2.46786e-05,2.0339e-06,1.45828e-05,-1.017e-06,8
-1.69959e-05,6.14679e-05,-3.81475e-05,3.63051e-05,8.14512e-07,1.88279e-07,1.6283e-05,-3.5361e-07,8
-2.00077e-05,3.96625e-05,-3.48555e-05,3.91012e-05,2.19668e-05,-4.43827e-07,1.81133e-05,-6.35778e-07,8
-1.88074e-05,2.23086e-05,-2.52719e-05,2.86761e-05,3.97031e-05,-1.64737e-06,1.87386e-05,-1.13158e-06,8
-1.79391e-05,2.29304e-05,-1.29757e-05,6.22794e-06,5.428e-05,-2.38693e-06,1.80136e-05,-1.86651e-06,8
-1.80295e-05,5.02401e-05,-1.5177e-06,-2.16787e-05,5.50724e-05,-1.87665e-06,1.77194e-05,-2.27926e-06,8
-1.59385e-05,8.59858e-05,7.23274e-06,-4.27553e-05,4.58587e-05,-3.7358e-07,1.85523e-05,-2.69222e-06,8
-4.05313e-06,9.55428e-05,1.19206e-05,-5.05716e-05,4.59351e-05,1.4633e-06,1.86801e-05,-2.29278e-06,8
1.39867e-05,7.57166e-05,1.42285e-05,-5.06361e-05,5.84334e-05,3.03723e-06,1.82553e-05,-1.52744e-06,8
2.4966e-05,5.09081e-05,1.83136e-05,-4.84998e-05,7.86406e-05,4.34978e-06,1.59479e-05,-3.07319e-07,8
2.18136e-05,2.70504e-05,2.75567e-05,-4.13495e-05,9.36658e-05,3.17441e-06,8.47898e-06,1.33574e-06,8
6.0386e-06,-4.28262e-06,3.40048e-05,-2.80727e-05,8.26443e-05,-1.25571e-06,5.80859e-07,4.0059e-08,8
-1.77163e-05,-4.81053e-05,2.93972e-05,-1.68998e-05,3.62887e-05,-3.68149e-06,-3.53599e-06,-1.21473e-06,8
-4.3342e-05,-6.80215e-05,1.18141e-05,-1.46771e-05,-2.20528e-05,-3.12429e-06,-6.25087e-06,-1.32266e-06,8
-6.36476e-05,-4.29476e-05,-1.44032e-05,-1.98563e-05,-6.01041e-05,-2.16901e-06,-7.04812e-06,-4.60307e-07,8
-7.68914e-05,-1.51053e-05,-3.50724e-05,-2.77955e-05,-5.67258e-05,-1.89537e-06,-6.21847e-06,1.2022e-06,8
-8.22323e-05,-8.18858e-06,-4.65549e-05,-3.38827e-05,-1.18014e-05,-3.33156e-06,-3.05372e-06,1.8868e-06,8
-7.26027e-05,-1.35451e-05,-4.99683e-05,-3.55112e-05,3.86844e-05,-6.49305e-06,2.01165e-06,2.38883e-06,8
-5.24276e-05,-1.3503e-05,-4.75844e-05,-3.20677e-05,5.78231e-05,-8.67855e-06,5.89386e-06,4.3774e-07,8
-3.5442e-05,-5.59891e-06,-4.16066e-05,-2.69401e-05,3.92327e-05,-1.02296e-05,9.6675e-06,-1.92475e-06,8
-2.81231e-05,6.61361e-06,-3.24656e-05,-2.02657e-05,3.60584e-06,-1.18451e-05,1.4262e-05,-3.12636e-06,8
-2.51498e-05,2.51881e-05,-2.07089e-05,-6.81792e-06,-2.40738e-05,-1.15784e-05,1.92587e-05,2.2171e-06,8
-2.40983e-05,5.16469e-05,-9.99963e-06,9.48454e-06,-3.24074e-05,-1.09793e-05,2.35355e-05,2.28165e-05,8
-2.49377e-05,7.50987e-05,-5.87628e-06,2.17324e-05,-2.84962e-05,-1.3217e-05,2.5044e-05,5.03337e-05,8
