ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
2.53649e-05,4.94627e-05,-2.15622e-05,7.40989e-06,6.42888e-05,-5.35902e-06,1.36028e-05,5.06036e-06,8
3.72827e-05,4.85461e-05,-2.03532e-05,1.48197e-05,6.9111e-05,-6.62322e-06,1.38809e-05,3.73101e-06,8
3.43993e-05,3.98299e-05,-1.63427e-05,2.60227e-05,5.99515e-05,-3.32541e-06,1.37449e-05,2.14395e-06,8
1.62456e-05,2.05225e-05,-1.08603e-05,3.55621e-05,5.57129e-05,2.07416e-07,1.46661e-05,4.23332e-07,8
-1.29913e-05,-1.56909e-05,-8.92606e-06,2.7095e-05,4.20384e-05,-2.02071e-06,1.62508e-05,-1.12877e-06,8
-3.5696e-05,-4.92505e-05,-1.1305e-05,3.87141e-06,1.55803e-05,-8.87516e-06,1.48611e-05,-1.63957e-07,8
-4.81946e-05,-5.53028e-05,-1.60373e-05,-1.09996e-05,4.89546e-07,-1.62928e-05,1.22615e-05,1.65378e-06,8
-6.99808e-05,-5.00796e-05,-2.41742e-05,-2.25271e-05,1.31404e-05,-2.24993e-05,1.19442e-05,1.27014e-06,8
-9.83053e-05,-4.7992e-05,-2.9238e-05,-3.61067e-05,5.27753e-05,-2.67424e-05,1.11324e-05,-3.90509e-07,8
-0.000112388,-4.34188e-05,-2.63598e-05,-3.56708e-05,8.75949e-05,-2.7421e-05,9.57083e-06,-1.04375e-06,8
-0.000102242,-3.38283e-05,-1.8655e-05,-1.73663e-05,8.27477e-05,-2.48165e-05,1.05337e-05,-1.69003e-06,8
-7.99972e-05,-2.84939e-05,-1.12521e-05,5.97715e-06,4.08476e-05,-2.26233e-05,1.07474e-05,-2.72312e-06,8
-5.79069e-05,-2.91445e-05,-5.89363e-06,3.05718e-05,-2.3691e-06,-2.28244e-05,9.24393e-06,-2.02015e-06,8
-3.47573e-05,-2.44167e-05,5.01816e-07,5.74076e-05,-2.11513e-05,-2.10373e-05,7.09627e-06,-5.802e-07,8
3.50153e-07,-3.24677e-06,7.78909e-06,7.19648e-05,-1.64506e-05,-1.03903e-05,3.62589e-06,-3.04089e-07,8
4.22866e-05,2.81127e-05,1.21416e-05,5.85748e-05,8.92725e-06,3.85263e-06,3.12773e-08,-2.10915e-06,8
7.05314e-05,5.26642e-05,1.12766e-05,2.03373e-05,4.50189e-05,9.87899e-06,-1.39788e-06,-3.73105e-06,8
7.24163e-05,6.03396e-05,9.2358e-06,-2.56583e-05,6.74231e-05,5.33201e-06,2.14422e-07,-3.91312e-06,8
4.54142e-05,4.94627e-05,8.78798e-06,-5.89771e-05,5.38807e-05,-1.72978e-06,2.58998e-06,-3.14339e-06,8
-1.87531e-06,2.98312e-05,7.49735e-06,-6.39483e-05,1.50323e-05,-6.98899e-06,4.27318e-06,-2.70827e-06,8
-5.39215e-05,1.61273e-05,3.23331e-06,-4.26547e-05,-2.11173e-05,-1.31958e-05,5.06017e-06,-3.44557e-06,8
-9.98538e-05,1.46829e-05,-2.23959e-06,-1.3088e-05,-3.91777e-05,-1.91746e-05,4.15562e-06,-4.76642e-06,8
-0.000133538,2.03666e-05,-6.13235e-06,1.03167e-05,-4.13398e-05,-2.16374e-05,2.92203e-07,-5.96536e-06,8
-0.000141075,2.72158e-05,-7.12475e-06,2.60732e-05,-3.503e-05,-1.99528e-05,-5.1057e-06,-6.0512e-06,8
-0.000115844,2.28723e-05,-6.6363e-06,3.6293e-05,-2.5463e-05,-1.65496e-05,-9.13966e-06,-4.76804e-06,8
-7.37854e-05,-5.47432e-06,-5.67339e-06,3.74733e-05,-1.60444e-05,-1.43031e-05,-9.62453e-06,-2.90586e-06,8
-4.02982e-05,-4.25469e-05,-6.18384e-06,3.0883e-05,-8.527e-06,-1.35707e-05,-5.03285e-06,-1.18344e-06,8
-2.21054e-05,-4.64574e-05,-9.49946e-06,2.15847e-05,-3.13403e-06,-1.29075e-05,3.24694e-06,-1.81938e-07,8
-7.5807e-06,4.42776e-06,-1.19276e-05,9.6621e-06,2.47019e-06,-1.24606e-05,1.17668e-05,-2.56555e-07,8
1.70452e-05,7.97689e-05,-9.59752e-06,5.64558e-07,8.97484e-06,-1.09614e-05,1.75874e-05,2.00121e-07,8
4.86449e-05,0.000122324,-6.99659e-06,7.34172e-07,1.09501e-05,-8.18473e-06,2.16807e-05,1.4712e-07,8
6.44148e-05,0.000114092,-8.3212e-06,9.85848e-07,5.4861e-06,-8.19947e-06,2.62252e-05,-8.00261e-07,8
4.86729e-05,6.77929e-05,-9.14763e-06,-7.90879e-06,1.833e-06,-1.1739e-05,2.85132e-05,1.23269e-06,8
1.09549e-05,1.06722e-05,-6.82963e-06,-2.81658e-05,6.50652e-06,-1.35519e-05,2.68383e-05,2.61998e-06,8
-3.07982e-05,-1.88558e-05,-3.12583e-06,-5.65814e-05,1.73106e-05,-1.30423e-05,2.1385e-05,8.88986e-07,8
-7.06607e-05,-2.53401e-05,-2.15013e-06,-7.84875e-05,2.7885e-05,-1.22089e-05,1.28536e-05,-8.43513e-07,8
-0.00010923,-2.33051e-05,-3.50854e-06,-8.48418e-05,2.99267e-05,-1.3386e-05,6.52814e-06,-3.49631e-06,8
-0.00014102,3.03853e-07,-3.65987e-06,-8.40297e-05,2.19015e-05,-1.83712e-05,5.65074e-06,-5.13191e-06,8
-0.000146891,5.35774e-05,-1.05574e-06,-8.26121e-05,1.73913e-05,-2.1756e-05,8.90522e-06,-5.15304e-06,8
-0.000114603,0.000109181,3.3136e-06,-7.62782e-05,4.50916e-05,-1.89975e-05,1.38321e-05,-4.05538e-06,8
-6.13173e-05,0.000133372,8.01617e-06,-6.23436e-05,0.000103024,-1.26417e-05,1.71646e-05,-4.11559e-06,8
-1.78727e-05,0.000123176,1.35596e-05,-3.76184e-05,0.000131781,-7.85741e-06,1.441e-05,-4.96521e-06,8
7.85501e-07,0.000100086,1.84335e-05,-9.62299e-06,9.43442e-05,-6.34045e-06,5.98358e-06,-4.71756e-06,8
-2.68962e-07,7.0201e-05,2.16433e-05,3.75752e-06,3.00145e-05,-8.24246e-06,-3.57679e-06,-3.83351e-06,8
-1.47428e-05,6.67343e-06,2.16257e-05,8.04393e-06,-1.79541e-06,-1.20649e-05,-1.17248e-05,1.73658e-06,8
-3.85414e-05,-9.4704e-05,1.69067e-05,3.27528e-05,3.21797e-07,-1.4562e-05,-1.44879e-05,1.25127e-05,8
-5.98021e-05,-0.000182403,9.28792e-06,8.26491e-05,-1.51743e-06,-1.4581e-05,-9.70593e-06,2.01186e-05,8
-6.47447e-05,-0.000205773,2.89644e-06,0.00011823,-2.12726e-05,-1.43491e-05,7.96895e-07,1.69657e-05,8
-5.21392e-05,-0.000167126,9.55611e-07,0.000110824,-4.3121e-05,-1.34944e-05,1.55381e-05,6.73097e-06,8
