ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-3.40463e-05,3.15488e-07,-6.4381e-06,-2.54066e-05,9.5189e-06,-1.41573e-05,9.01913e-06,1.43883e-06,0
-3.28799e-05,3.60311e-06,-8.04555e-06,-2.24713e-05,1.1021e-05,-1.23544e-05,1.00988e-05,-2.4037e-06,0
-3.18176e-05,1.13445e-05,-9.70224e-06,-1.97265e-05,1.09623e-05,-1.2523e-05,1.14715e-05,-3.68966e-06,0
-3.22454e-05,2.27534e-05,-1.10896e-05,-1.66008e-05,9.87269e-06,-1.3838e-05,1.30865e-05,-2.10531e-06,0
-3.26726e-05,3.16324e-05,-1.14621e-05,-1.36436e-05,1.04601e-05,-1.55794e-05,1.45652e-05,-1.74041e-06,0
-3.22852e-05,3.37369e-05,-1.11973e-05,-1.16884e-05,1.10566e-05,-1.6301e-05,1.43081e-05,-4.00842e-06,0
-3.24539e-05,3.10017e-05,-8.57708e-06,-9.86478e-06,1.0627e-05,-1.472e-05,1.17289e-05,-4.78847e-06,0
-3.27011e-05,2.69441e-05,-4.85162e-06,-7.46401e-06,9.10546e-06,-1.20902e-05,7.85542e-06,-4.04689e-06,0
-3.10855e-05,2.2997e-05,-2.24627e-06,-5.02952e-06,7.6843e-06,-1.0345e-05,5.61627e-06,-4.70484e-06,0
-2.8722e-05,1.93538e-05,-1.12414e-06,-2.58384e-06,7.40619e-06,-9.32622e-06,5.12921e-06,-6.97491e-06,0
-2.76265e-05,1.61984e-05,-3.34144e-07,-5.249e-07,8.73451e-06,-9.25162e-06,4.85957e-06,-8.49238e-06,0
-2.85424e-05,1.21024e-05,9.93976e-07,2.05778e-06,9.65966e-06,-9.76728e-06,4.77256e-06,-7.95238e-06,0
-2.98651e-05,5.86777e-06,1.57898e-06,6.27723e-06,9.68836e-06,-9.0935e-06,5.35345e-06,-7.47215e-06,0
-2.97871e-05,-1.13886e-06,1.38644e-06,1.28923e-05,1.00534e-05,-7.9705e-06,6.0621e-06,-8.68287e-06,0
-2.84815e-05,-6.75068e-06,4.30812e-07,1.93382e-05,1.05456e-05,-8.34523e-06,6.48889e-06,-1.03575e-05,0
-2.87782e-05,-9.68811e-06,-9.69651e-07,2.14407e-05,1.05323e-05,-1.04722e-05,6.45356e-06,-1.01967e-05,0
-3.00166e-05,-8.30399e-06,-1.84225e-06,1.97876e-05,1.06087e-05,-1.25043e-05,5.83899e-06,-9.50135e-06,0
-3.03649e-05,-3.87455e-06,1.16513e-08,1.7557e-05,1.21293e-05,-1.27781e-05,5.25352e-06,-1.00545e-05,0
-2.98373e-05,1.0261e-06,3.20938e-06,1.46785e-05,1.27347e-05,-1.14751e-05,3.13104e-06,-1.01034e-05,0
-2.83903e-05,4.25928e-06,4.53068e-06,1.10473e-05,1.05527e-05,-1.08333e-05,-1.70348e-06,-7.97191e-06,0
-2.76735e-05,3.32004e-06,3.74961e-06,6.76932e-06,7.65122e-06,-1.03655e-05,-7.33582e-06,-6.56602e-06,0
-2.90465e-05,2.54462e-07,3.49438e-06,1.17006e-07,5.3934e-06,-8.35409e-06,-9.37409e-06,-6.38428e-06,0
-2.9478e-05,-6.1822e-07,2.45907e-06,-6.91326e-06,5.45447e-06,-5.90483e-06,-7.34369e-06,-6.23306e-06,0
-2.86261e-05,-4.10902e-07,-6.74564e-07,-1.01736e-05,7.62306e-06,-5.67661e-06,-4.30986e-06,-5.40654e-06,0
-2.92555e-05,-8.29954e-07,-4.74321e-06,-7.28889e-06,8.27536e-06,-7.04005e-06,-1.84593e-06,-3.80795e-06,0
-3.09058e-05,-1.79615e-06,-8.53435e-06,-3.73886e-06,6.21778e-06,-9.93601e-06,1.14159e-06,-4.15187e-06,0
-3.11796e-05,-2.57392e-06,-1.05508e-05,-2.79745e-06,4.12371e-06,-1.25643e-05,5.35064e-06,-6.35085e-06,0
-2.96319e-05,-3.32072e-06,-1.1178e-05,-1.9735e-06,4.78251e-06,-1.20933e-05,9.80118e-06,-6.97167e-06,0
-2.7341e-05,-5.52761e-06,-1.12378e-05,-1.64995e-06,7.84935e-06,-1.17068e-05,1.43795e-05,-5.52893e-06,0
-2.60025e-05,-6.65844e-06,-1.14562e-05,-1.57861e-06,1.16806e-05,-1.17673e-05,1.76354e-05,-3.16427e-06,0
-2.73436e-05,-6.49515e-06,-1.21718e-05,-1.42139e-06,1.39459e-05,-1.21336e-05,1.98478e-05,-1.69121e-06,0
-3.02685e-05,-6.6439e-06,-1.29032e-05,-7.66803e-07,1.39957e-05,-1.20789e-05,2.17056e-05,-1.56463e-06,0
-3.21351e-05,-7.69026e-06,-1.28198e-05,-1.45257e-06,1.21623e-05,-1.2835e-05,2.37999e-05,-6.0518e-07,0
-3.17894e-05,-8.7209e-06,-1.25071e-05,-3.12904e-06,9.84433e-06,-1.48127e-05,2.55506e-05,4.96483e-07,0
-3.02505e-05,-8.99806e-06,-1.24941e-05,-4.97463e-06,6.80445e-06,-1.5129e-05,2.55271e-05,5.42844e-07,0
-2.83842e-05,-6.90131e-06,-1.35836e-05,-6.7568e-06,5.05223e-06,-1.38366e-05,2.4756e-05,3.0237e-07,0
-2.84124e-05,-3.4081e-06,-1.5433e-05,-6.52961e-06,6.98143e-06,-1.29047e-05,2.4056e-05,7.68333e-07,0
