ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-3.23868e-05,1.70545e-05,-3.54302e-06,-2.50748e-06,3.25371e-06,-9.3863e-06,1.76363e-05,-1.67884e-07,0
-3.39009e-05,1.63566e-05,-1.36419e-06,-1.75988e-06,2.86496e-06,-1.06945e-05,1.63914e-05,-8.8399e-07,0
-3.36499e-05,1.55908e-05,7.3393e-07,-1.45146e-06,4.52696e-06,-1.14273e-05,1.40795e-05,-1.73784e-06,0
-3.19303e-05,1.60002e-05,3.9442e-07,-1.9177e-06,5.69922e-06,-1.07653e-05,1.36082e-05,-1.98414e-06,0
-2.98073e-05,1.79847e-05,-1.53375e-06,-2.1561e-06,6.11285e-06,-9.58607e-06,1.67111e-05,-2.44374e-06,0
-2.83812e-05,1.97972e-05,-3.11614e-06,-2.38985e-06,7.06472e-06,-9.3131e-06,2.01217e-05,-2.24629e-06,0
-2.82557e-05,2.06046e-05,-4.45041e-06,-3.15331e-06,8.44511e-06,-1.01895e-05,1.91478e-05,-1.4639e-06,0
-2.97102e-05,2.09709e-05,-5.24492e-06,-3.76975e-06,8.34561e-06,-1.22344e-05,1.57731e-05,-8.78352e-07,0
-3.11105e-05,2.06851e-05,-5.97986e-06,-2.78219e-06,7.36152e-06,-1.52414e-05,1.47205e-05,-5.94582e-07,0
-3.07271e-05,2.06641e-05,-6.16893e-06,-1.17209e-06,7.79268e-06,-1.74344e-05,1.53817e-05,1.26702e-06,0
-2.89156e-05,1.94464e-05,-4.90267e-06,-2.35756e-06,9.00779e-06,-1.71807e-05,1.68237e-05,3.64176e-06,0
-2.81246e-05,1.80633e-05,-5.10602e-06,-4.61584e-06,9.79526e-06,-1.63623e-05,1.8432e-05,4.14884e-06,0
-2.91731e-05,1.85716e-05,-5.81405e-06,-5.26281e-06,8.14427e-06,-1.61188e-05,1.91779e-05,2.91347e-06,0
-3.02571e-05,1.96763e-05,-6.39972e-06,-7.61149e-06,4.89315e-06,-1.44401e-05,1.83329e-05,1.7618e-06,0
-3.04018e-05,1.88963e-05,-6.49836e-06,-9.45693e-06,4.8163e-06,-1.22525e-05,1.59612e-05,3.65354e-06,0
