ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-3.11299e-05,-7.55363e-06,-1.75686e-05,-7.8145e-06,1.35508e-05,-2.26402e-05,1.25117e-05,5.88264e-06,0
-3.25456e-05,8.24811e-07,-1.66701e-05,-9.29856e-06,1.30069e-05,-2.38645e-05,8.61511e-06,5.89345e-06,0
-3.27682e-05,8.19318e-06,-1.31229e-05,-1.35024e-05,1.11358e-05,-2.5412e-05,5.80915e-06,5.88577e-06,0
-3.40063e-05,1.51808e-05,-1.03981e-05,-1.6621e-05,7.67602e-06,-2.59254e-05,4.62008e-06,4.81139e-06,0
-3.57413e-05,2.29762e-05,-1.0957e-05,-1.51281e-05,6.25982e-06,-2.44709e-05,4.32721e-06,2.5978e-06,0
-3.45772e-05,3.06207e-05,-1.22163e-05,-7.65223e-06,7.06577e-06,-2.31859e-05,4.6893e-06,2.29655e-06,0
-3.22154e-05,3.59422e-05,-1.14665e-05,5.44159e-06,6.35896e-06,-2.15052e-05,5.3944e-06,4.88186e-06,0
-3.08495e-05,3.98373e-05,-9.35493e-06,1.59434e-05,5.82278e-06,-1.92849e-05,6.70477e-06,5.98902e-06,0
-3.1317e-05,4.30351e-05,-7.26642e-06,1.90441e-05,6.43813e-06,-1.93361e-05,7.73828e-06,4.24304e-06,0
-3.09339e-05,4.37589e-05,-7.21579e-06,1.61356e-05,6.82389e-06,-2.01651e-05,8.17616e-06,1.75327e-06,0
-2.95571e-05,4.21035e-05,-7.74972e-06,1.07622e-05,7.59327e-06,-2.11458e-05,1.25379e-05,1.93154e-07,0
-2.97108e-05,4.2786e-05,-6.06355e-06,5.7984e-06,9.97969e-06,-2.12534e-05,2.40614e-05,-1.43629e-06,0
-3.07867e-05,4.57903e-05,-4.63032e-06,4.1203e-07,1.334e-05,-1.97916e-05,3.74573e-05,-2.58709e-06,0
-3.05499e-05,4.82645e-05,-4.45113e-06,-7.13024e-06,1.49442e-05,-1.88726e-05,4.67065e-05,-1.99454e-06,0
-3.08202e-05,4.88449e-05,-4.57136e-06,-1.66258e-05,1.39145e-05,-1.77443e-05,4.81311e-05,-1.50205e-06,0
-3.22358e-05,4.80163e-05,-4.03093e-06,-2.39759e-05,1.14701e-05,-1.66065e-05,4.2785e-05,-1.48666e-06,0
