ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-7.835e-07,1.9616e-05,-1.29018e-05,0.000319378,4.34899e-05,6.48179e-06,1.84376e-06,4.733e-06,0
-2.69409e-06,2.10335e-05,-1.11016e-05,0.000281245,5.68295e-05,9.26478e-06,-1.56412e-07,6.89902e-06,0
-6.92812e-06,2.27177e-05,-1.29042e-05,0.000269102,4.03458e-05,6.99041e-06,1.8339e-06,7.20034e-06,0
-1.37903e-05,2.32536e-05,-1.93256e-05,0.00016628,-4.73235e-06,2.30224e-06,4.02984e-06,3.61566e-06,0
-1.71739e-05,2.29792e-05,-2.85189e-05,-1.36596e-05,-3.19461e-05,-4.22172e-06,7.38769e-06,8.20113e-07,0
-1.81044e-05,2.14932e-05,-3.49513e-05,-0.000170645,-2.46168e-05,-1.12279e-05,1.53928e-05,1.09974e-06,0
-2.02747e-05,1.94919e-05,-3.44156e-05,-0.000279576,-2.02215e-05,-1.38347e-05,2.35209e-05,2.85195e-06,0
-2.21512e-05,1.88174e-05,-2.5636e-05,-0.000305082,-6.4102e-05,-9.63374e-06,2.56799e-05,4.63269e-06,0
-2.27008e-05,2.03294e-05,-1.35469e-05,-0.000218262,-0.000141738,5.74862e-06,2.12509e-05,4.91872e-06,0
-2.33958e-05,2.13765e-05,-4.99393e-06,-6.35928e-05,-0.000158872,2.60914e-05,1.37543e-05,5.35772e-06,0
-2.43686e-05,1.91903e-05,-1.24417e-06,3.72446e-05,-6.77775e-05,4.03162e-05,1.09161e-05,4.54979e-06,0
-2.30767e-05,1.76909e-05,-1.54045e-06,3.15699e-05,7.21405e-05,4.55507e-05,1.45155e-05,1.79486e-06,0
-2.1469e-05,1.82762e-05,-3.62451e-06,-5.80867e-05,0.000164085,4.5698e-05,1.98208e-05,1.21249e-06,0
-2.09339e-05,1.98942e-05,-1.56658e-06,-0.00013594,0.000180668,4.0162e-05,2.25919e-05,3.28528e-06,0
-1.92185e-05,2.24562e-05,7.68627e-06,-0.000122696,0.000169966,2.11894e-05,2.41755e-05,4.00108e-06,0
