ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-3.07202e-05,6.30416e-06,-2.04557e-06,-4.98042e-06,2.0769e-05,-9.89369e-06,2.44562e-05,-1.44347e-07,0
-3.05743e-05,6.91692e-06,-4.20271e-06,-1.06971e-05,1.85369e-05,-8.87579e-06,2.23553e-05,-9.40969e-07,0
-3.06947e-05,7.47459e-06,-5.25208e-06,-1.95382e-05,1.45443e-05,-9.68415e-06,2.1765e-05,-6.47109e-07,0
-3.11522e-05,7.5585e-06,-5.1355e-06,-2.17655e-05,1.02748e-05,-1.1372e-05,2.09203e-05,7.20466e-07,0
-3.30621e-05,7.10661e-06,-4.56549e-06,-1.50492e-05,7.81651e-06,-1.1608e-05,1.87893e-05,2.96484e-06,0
-3.30857e-05,5.54572e-06,-3.78718e-06,-7.37258e-06,7.25909e-06,-1.04507e-05,1.45977e-05,4.77345e-06,0
-3.12066e-05,2.7439e-06,-2.89696e-06,-3.21252e-06,7.23146e-06,-1.00744e-05,1.10651e-05,5.82605e-06,0
-3.03246e-05,1.26521e-07,-3.42731e-06,-1.07788e-06,7.58107e-06,-9.48029e-06,1.03562e-05,7.22106e-06,0
-3.07831e-05,-1.12771e-06,-5.60053e-06,9.20159e-08,6.94592e-06,-8.39502e-06,1.08558e-05,8.30022e-06,0
-3.11402e-05,-1.97381e-06,-7.21901e-06,3.04523e-07,4.97346e-06,-6.83075e-06,1.16239e-05,8.71939e-06,0
-3.1783e-05,-2.10042e-06,-7.85524e-06,2.84858e-07,4.73647e-06,-6.01019e-06,1.0858e-05,9.23968e-06,0
-3.34816e-05,-1.76818e-07,-8.06197e-06,4.41225e-07,6.46031e-06,-6.83937e-06,8.87507e-06,8.34476e-06,0
-3.5076e-05,3.19557e-06,-9.36828e-06,1.008e-06,9.07853e-06,-8.03472e-06,8.19231e-06,5.18877e-06,0
-3.50724e-05,4.99677e-06,-1.12208e-05,8.8514e-07,1.08168e-05,-7.9361e-06,8.53371e-06,2.89237e-06,0
-3.40151e-05,4.15654e-06,-1.27473e-05,1.77421e-07,1.12282e-05,-6.88742e-06,9.3134e-06,3.85406e-06,0
-3.39735e-05,1.75001e-06,-1.28758e-05,-8.31145e-07,1.0439e-05,-7.77375e-06,1.15913e-05,6.23891e-06,0
-3.49761e-05,-2.86415e-07,-1.24947e-05,-2.63197e-06,1.06735e-05,-9.73216e-06,1.44541e-05,7.42838e-06,0
-3.56599e-05,-8.38244e-07,-1.29284e-05,-6.75954e-06,1.31525e-05,-1.02658e-05,1.57074e-05,6.52796e-06,0
-3.50357e-05,4.23278e-07,-1.41709e-05,-1.25994e-05,1.67831e-05,-9.08147e-06,1.49664e-05,4.0121e-06,0
-3.34745e-05,2.60902e-06,-1.52312e-05,-1.72736e-05,1.88604e-05,-8.60099e-06,1.36266e-05,1.61088e-06,0
-3.20017e-05,5.77993e-06,-1.52446e-05,-1.58978e-05,1.90155e-05,-9.21344e-06,1.3512e-05,9.54644e-07,0
-3.19496e-05,1.28974e-05,-1.49044e-05,-1.05826e-05,1.8713e-05,-9.66587e-06,1.44088e-05,1.3136e-06,0
-3.17575e-05,2.44273e-05,-1.45055e-05,-7.39838e-06,1.87251e-05,-9.1438e-06,1.66402e-05,7.51604e-07,0
-2.99828e-05,3.26841e-05,-1.36719e-05,-8.14578e-06,1.9665e-05,-9.34009e-06,2.00407e-05,-3.74473e-08,0
-2.75108e-05,3.33002e-05,-1.30252e-05,-1.52741e-05,1.79454e-05,-1.10893e-05,2.22727e-05,-6.38823e-08,0
-2.57477e-05,2.99054e-05,-1.25521e-05,-2.2893e-05,1.18674e-05,-1.25608e-05,2.28129e-05,-1.28589e-06,0
-2.56253e-05,2.47132e-05,-1.01279e-05,-2.64193e-05,4.8352e-06,-1.166e-05,2.1609e-05,-2.78751e-06,0
-2.61214e-05,1.99109e-05,-8.23633e-06,-2.67728e-05,-1.18709e-06,-8.71107e-06,1.68724e-05,-3.16883e-06,0
-2.68491e-05,1.6211e-05,-7.88565e-06,-2.36698e-05,-3.34046e-06,-7.32143e-06,1.1347e-05,-4.71316e-06,0
-2.75886e-05,1.36913e-05,-8.36071e-06,-1.967e-05,-1.28498e-06,-7.61148e-06,7.79169e-06,-6.17548e-06,0
-2.84065e-05,8.86688e-06,-9.71928e-06,-1.63507e-05,-2.67648e-07,-6.5665e-06,5.09668e-06,-4.97054e-06,0
-2.8568e-05,2.63588e-07,-8.99844e-06,-1.21361e-05,4.78015e-07,-4.55218e-06,3.77412e-06,-2.41426e-06,0
-2.67818e-05,-7.19807e-06,-6.53162e-06,-7.69647e-06,2.86165e-06,-3.42562e-06,3.4057e-06,5.69124e-07,0
