ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-2.78006e-05,3.69124e-05,-9.92584e-06,-3.57529e-05,1.37844e-05,-7.86211e-06,1.59991e-06,-2.84319e-06,0
-2.69009e-05,3.28445e-05,-9.18826e-06,-3.20404e-05,1.54789e-05,-6.74123e-06,2.27834e-07,-2.70143e-06,0
-2.63796e-05,2.38768e-05,-9.50169e-06,-2.67122e-05,1.72213e-05,-5.59206e-06,4.79309e-07,-1.34453e-06,0
-2.63892e-05,1.52736e-05,-1.09041e-05,-2.40933e-05,1.68008e-05,-4.54473e-06,2.37628e-06,2.51606e-06,0
-2.68236e-05,9.07997e-06,-1.1461e-05,-2.29561e-05,1.354e-05,-3.6993e-06,5.72654e-06,6.92565e-06,0
-2.77839e-05,5.14451e-06,-1.17068e-05,-1.94356e-05,7.47057e-06,-3.29397e-06,8.70565e-06,8.75075e-06,0
-2.94818e-05,2.27455e-06,-1.2951e-05,-1.42178e-05,2.11506e-06,-4.13022e-06,1.01268e-05,9.31666e-06,0
-3.17566e-05,-1.84799e-06,-1.48477e-05,-9.58202e-06,1.72783e-06,-6.2814e-06,1.23201e-05,1.0393e-05,0
-3.21561e-05,-9.58939e-06,-1.62022e-05,-4.04817e-06,5.35932e-06,-6.76173e-06,1.45974e-05,1.05726e-05,0
-3.00402e-05,-1.6427e-05,-1.63479e-05,2.53489e-06,1.14864e-05,-5.43923e-06,2.30635e-06,7.67792e-06,0
-2.90848e-05,-1.69457e-05,-1.46469e-05,7.79242e-06,1.68151e-05,-4.62606e-06,-3.26224e-05,5.00433e-06,0
-2.95388e-05,-1.18041e-05,-1.27729e-05,1.13488e-05,1.78728e-05,-5.77972e-06,-6.45633e-05,5.34602e-06,0
-2.94305e-05,-3.71185e-06,-1.30442e-05,1.13823e-05,1.61059e-05,-7.50195e-06,-7.22563e-05,5.89069e-06,0
-2.8619e-05,4.0525e-06,-1.19666e-05,1.0884e-05,1.74353e-05,-9.73405e-06,-6.29071e-05,4.65974e-06,0
-2.94498e-05,8.88247e-06,-8.06638e-06,1.50363e-05,2.38724e-05,-1.27034e-05,-4.22009e-05,2.06677e-06,0
-3.09362e-05,1.12643e-05,-5.23874e-06,1.83001e-05,2.91322e-05,-1.49968e-05,-1.23037e-05,-5.84754e-07,0
-3.16176e-05,1.17952e-05,-4.27764e-06,1.63836e-05,3.00141e-05,-1.51631e-05,2.07631e-05,-1.90512e-06,0
-3.15345e-05,1.06348e-05,-4.21527e-06,1.1604e-05,2.73371e-05,-1.36064e-05,4.79081e-05,-1.22879e-06,0
-2.97246e-05,9.69118e-06,-4.63839e-06,6.96241e-06,2.27902e-05,-1.18289e-05,6.58913e-05,5.88863e-07,0
-2.776e-05,9.30461e-06,-5.84954e-06,2.94298e-06,1.92099e-05,-9.97125e-06,7.52782e-05,1.6003e-06,0
-2.78844e-05,9.39205e-06,-6.71766e-06,-4.74568e-07,1.67983e-05,-8.8494e-06,7.78939e-05,2.42523e-06,0
-2.82792e-05,9.95675e-06,-6.95234e-06,-2.31192e-06,1.50759e-05,-8.43736e-06,7.58956e-05,3.40765e-06,0
-2.82017e-05,1.02536e-05,-6.70192e-06,-5.2169e-06,1.38632e-05,-8.72722e-06,7.10486e-05,3.78409e-06,0
-2.95179e-05,1.02203e-05,-5.4241e-06,-9.243e-06,1.30518e-05,-8.87245e-06,6.52678e-05,3.10834e-06,0
-3.24969e-05,1.42671e-05,-4.062e-06,-1.10843e-05,1.36919e-05,-9.09604e-06,5.94694e-05,1.23994e-06,0
-3.41626e-05,2.71781e-05,-3.39137e-06,-9.18565e-06,1.67737e-05,-9.47967e-06,5.39056e-05,-9.84784e-07,0
-3.33811e-05,4.42567e-05,-2.71278e-06,-6.79428e-06,2.1211e-05,-9.84313e-06,4.8565e-05,-1.95979e-06,0
-3.24427e-05,5.56179e-05,-2.71858e-06,-6.70591e-06,2.33129e-05,-1.02754e-05,4.09484e-05,-1.38585e-06,0
-3.23518e-05,5.58658e-05,-4.50057e-06,-8.03278e-06,2.04516e-05,-1.15926e-05,2.4888e-05,-8.83381e-07,0
-3.2504e-05,4.55757e-05,-6.24466e-06,-7.37374e-06,1.48724e-05,-1.40649e-05,4.24985e-06,-1.23657e-06,0
-3.27249e-05,2.82235e-05,-7.20064e-06,-4.33651e-06,9.36192e-06,-1.58013e-05,-6.93106e-06,-2.50673e-06,0
-3.33876e-05,7.38963e-06,-7.72916e-06,-7.25379e-07,5.07127e-06,-1.66044e-05,-2.30747e-06,-4.60332e-06,0
-3.51203e-05,-1.31193e-05,-8.45863e-06,1.54932e-06,2.66973e-06,-1.72101e-05,9.64916e-06,-6.41379e-06,0
-3.75729e-05,-2.54986e-05,-8.84077e-06,1.68505e-07,2.86773e-06,-1.68048e-05,1.8824e-05,-8.18933e-06,0
-3.86578e-05,-2.5934e-05,-7.64296e-06,-3.05403e-06,4.49501e-06,-1.73494e-05,2.50913e-05,-8.90939e-06,0
-3.81182e-05,-1.86355e-05,-6.58297e-06,-5.09055e-06,6.0515e-06,-1.72541e-05,3.15048e-05,-7.25042e-06,0
-3.62869e-05,-8.19929e-06,-6.79242e-06,-6.65795e-06,7.15911e-06,-1.56165e-05,3.29236e-05,-5.38053e-06,0
-3.46057e-05,5.89245e-07,-5.50271e-06,-6.93284e-06,5.55379e-06,-1.5339e-05,2.55593e-05,-4.27443e-06,0
-3.39371e-05,7.00559e-06,-2.83548e-06,-6.16538e-06,3.94238e-06,-1.5111e-05,1.54762e-05,-4.41863e-06,0
-3.31825e-05,1.13813e-05,-8.58243e-07,-7.37337e-06,7.20014e-06,-1.36536e-05,1.14712e-05,-5.57404e-06,0
-3.16232e-05,1.21855e-05,-5.14004e-07,-9.00215e-06,1.13879e-05,-1.20531e-05,1.48572e-05,-4.80101e-06,0
-3.14686e-05,1.18034e-05,-2.68427e-06,-6.12968e-06,1.23552e-05,-1.21937e-05,2.06899e-05,-1.95849e-06,0
-3.16283e-05,1.17486e-05,-5.68273e-06,1.97053e-06,1.13263e-05,-1.22489e-05,2.78565e-05,3.98576e-07,0
