ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-2.57634e-05,4.23977e-06,-1.84645e-05,-2.06518e-05,7.6916e-06,-6.33003e-06,-2.21646e-06,-1.92313e-06,0
-2.53383e-05,5.53353e-06,-1.8874e-05,-2.65018e-05,7.57868e-06,-8.08375e-06,-3.99477e-06,-2.66019e-06,0
-2.57479e-05,7.32573e-06,-1.93033e-05,-3.16552e-05,8.22854e-06,-9.65795e-06,-3.92205e-06,-8.30456e-07,0
-2.79334e-05,9.28725e-06,-1.80268e-05,-3.88691e-05,7.19364e-06,-1.00354e-05,-5.21153e-06,3.2457e-07,0
-2.99156e-05,1.14154e-05,-1.65724e-05,-4.7327e-05,5.99893e-06,-8.83042e-06,-5.8436e-06,-9.34975e-07,0
-2.89379e-05,1.27121e-05,-1.56621e-05,-5.15292e-05,6.81628e-06,-8.25201e-06,-1.82962e-06,-1.59887e-06,0
-2.75386e-05,1.29905e-05,-1.49159e-05,-4.77628e-05,6.89755e-06,-7.25382e-06,2.72889e-06,1.37752e-07,0
-2.76909e-05,1.08167e-05,-1.37361e-05,-3.69508e-05,4.1576e-06,-5.49154e-06,5.77285e-06,1.40332e-06,0
-2.95345e-05,9.79914e-06,-1.25218e-05,-2.16429e-05,1.76594e-06,-5.34145e-06,7.76023e-06,2.9649e-08,0
-3.14224e-05,1.02714e-05,-1.32916e-05,-3.48137e-06,1.36606e-06,-6.33737e-06,7.43797e-06,-1.79751e-06,0
-3.22603e-05,1.14637e-05,-1.37426e-05,1.36011e-05,1.70934e-06,-7.92834e-06,4.82818e-06,-2.62901e-06,0
-3.28247e-05,1.45889e-05,-1.29245e-05,2.49253e-05,2.1914e-06,-8.67643e-06,1.45136e-06,-2.69208e-06,0
-3.34964e-05,1.79274e-05,-1.04052e-05,2.84765e-05,3.50446e-06,-8.53004e-06,-7.86229e-08,-2.90963e-06,0
-3.32761e-05,1.90395e-05,-7.82006e-06,2.51512e-05,5.60974e-06,-9.03815e-06,1.64785e-06,-4.28461e-06,0
-3.24496e-05,1.90106e-05,-6.78372e-06,1.73751e-05,7.43793e-06,-1.0402e-05,4.07977e-06,-6.14273e-06,0
-3.19349e-05,2.05941e-05,-7.73012e-06,9.36622e-06,8.48173e-06,-1.15024e-05,1.52779e-06,-7.19866e-06,0
-3.16635e-05,2.23812e-05,-8.65836e-06,3.7264e-06,9.49185e-06,-1.0825e-05,-4.1307e-06,-6.99426e-06,0
-3.20079e-05,2.32524e-05,-7.56479e-06,-3.15007e-07,1.13014e-05,-9.72364e-06,-5.7119e-06,-6.21734e-06,0
-3.2977e-05,2.23238e-05,-5.9093e-06,-3.02799e-06,1.28515e-05,-9.74397e-06,-1.00442e-06,-5.58722e-06,0
-3.32497e-05,2.07336e-05,-4.35483e-06,-4.04513e-06,1.24377e-05,-1.02162e-05,6.98809e-06,-5.22385e-06,0
