ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-3.44795e-05,-6.60702e-06,-7.76806e-05,-3.05498e-05,7.79926e-06,-7.14666e-06,3.74593e-05,2.47059e-06,0
-3.37764e-05,-6.2357e-06,-6.21525e-05,-2.99334e-05,9.98672e-06,-6.37054e-06,3.78399e-05,1.79147e-06,0
-3.14378e-05,-9.50208e-07,-4.98218e-05,-3.46896e-05,9.35091e-06,-6.78032e-06,3.58681e-05,2.05602e-06,0
-2.98512e-05,3.73115e-06,-4.24104e-05,-3.82222e-05,6.75291e-06,-8.1557e-06,3.16373e-05,2.27904e-06,0
-2.90541e-05,1.5092e-06,-3.8315e-05,-3.55831e-05,4.46394e-06,-9.37501e-06,2.77378e-05,2.38356e-06,0
-3.05973e-05,-3.38392e-06,-3.14464e-05,-2.89734e-05,2.40327e-06,-1.02462e-05,2.62662e-05,2.61777e-06,0
-3.31201e-05,-4.33051e-06,-2.35106e-05,-2.2717e-05,1.94819e-06,-9.58027e-06,2.46819e-05,1.18149e-06,0
-3.29693e-05,-1.14585e-06,-1.77248e-05,-1.82234e-05,3.65995e-06,-7.00289e-06,2.04784e-05,-1.72539e-07,0
-3.00542e-05,5.64383e-06,-9.75582e-06,-1.25267e-05,8.22779e-06,-3.60155e-06,1.75686e-05,-5.63555e-07,0
-2.75354e-05,1.36952e-05,-2.71033e-06,-4.22659e-06,1.45902e-05,-2.17816e-06,1.53009e-05,-4.92819e-07,0
-2.74631e-05,1.82685e-05,-5.20544e-07,1.24052e-06,1.85236e-05,-2.99957e-06,1.40383e-05,4.784e-07,0
-2.79132e-05,1.86291e-05,-3.22549e-06,2.78406e-06,1.86962e-05,-5.42944e-06,1.44038e-05,1.06901e-06,0
-2.85403e-05,1.75664e-05,-8.15105e-06,2.06027e-06,1.64048e-05,-7.44577e-06,1.38166e-05,3.00626e-06,0
-2.82343e-05,1.73825e-05,-1.01574e-05,1.00092e-06,1.23556e-05,-7.3004e-06,1.16629e-05,5.6984e-06,0
-2.70622e-05,1.9972e-05,-8.44084e-06,7.74183e-07,8.50691e-06,-6.88255e-06,9.12847e-06,5.82909e-06,0
-2.68258e-05,2.54111e-05,-7.04828e-06,1.55366e-06,7.12536e-06,-6.30871e-06,8.13984e-06,4.0513e-06,0
-2.78313e-05,3.09869e-05,-6.73715e-06,2.30924e-06,7.22376e-06,-4.8675e-06,9.20812e-06,2.69281e-06,0
-2.85028e-05,3.44462e-05,-5.47181e-06,1.86815e-06,6.43334e-06,-4.14075e-06,1.11924e-05,2.09091e-06,0
