ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-5.33813e-05,-5.04612e-05,-6.3133e-06,9.18233e-05,1.86302e-06,2.17331e-06,1.94969e-05,5.55461e-06,0
-6.28192e-05,-5.56216e-05,-6.38476e-06,8.76917e-05,4.35724e-06,-5.87921e-06,1.83427e-05,5.20046e-06,0
-5.63027e-05,-6.12102e-05,-8.9858e-06,5.14305e-05,7.42635e-06,-1.85063e-05,1.74917e-05,5.19655e-06,0
-3.54034e-05,-6.32037e-05,-1.41359e-05,-7.94717e-06,9.2888e-06,-2.68783e-05,1.72879e-05,5.21724e-06,0
-1.40003e-05,-5.42775e-05,-2.07508e-05,-6.7992e-05,7.98475e-06,-3.85374e-05,1.66176e-05,4.63775e-06,0
-6.97506e-07,-3.49127e-05,-2.62749e-05,-0.000109794,1.4258e-06,-4.99892e-05,1.44584e-05,3.15851e-06,0
1.16618e-05,-1.30857e-05,-2.85891e-05,-0.000125822,-9.34949e-06,-2.78729e-05,1.17391e-05,1.56381e-06,0
3.32309e-05,6.80253e-06,-2.76673e-05,-0.000122971,-1.94896e-05,1.88266e-05,1.01984e-05,6.60877e-07,0
5.80809e-05,2.51367e-05,-2.46421e-05,-0.000113205,-2.40986e-05,3.76303e-05,9.88353e-06,1.39784e-07,0
7.06088e-05,3.93636e-05,-1.97345e-05,-0.000109315,-2.27919e-05,2.23905e-05,9.67351e-06,8.72931e-07,0
6.61312e-05,4.89717e-05,-1.45359e-05,-0.000104898,-1.84925e-05,3.64779e-06,8.61496e-06,2.60383e-06,0
4.88949e-05,5.5444e-05,-1.07662e-05,-6.53314e-05,-1.36722e-05,-7.76945e-06,7.83369e-06,3.53598e-06,0
2.08565e-05,5.69534e-05,-8.66414e-06,2.45025e-05,-8.11418e-06,-1.72258e-05,8.93267e-06,1.78875e-06,0
-1.12947e-05,5.24687e-05,-7.08652e-06,0.000143811,1.97442e-06,-2.75261e-05,9.87107e-06,-7.0262e-07,0
-3.87647e-05,4.26716e-05,-4.62581e-06,0.000225808,1.58806e-05,-3.5435e-05,8.84465e-06,-1.03602e-06,0
-6.15932e-05,2.88888e-05,-1.33066e-06,0.000208231,2.85328e-05,-3.42287e-05,8.6323e-06,5.90468e-08,0
