ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-3.09123e-05,1.88586e-05,-3.87029e-06,-3.04514e-06,9.83439e-06,-1.74098e-05,2.06454e-05,-5.39523e-07,0
-3.2534e-05,2.14907e-05,-3.45525e-06,-5.14504e-06,9.22564e-06,-1.67125e-05,1.92729e-05,-9.10438e-07,0
-3.34826e-05,2.15281e-05,-3.07142e-06,-6.99116e-06,1.1471e-05,-1.50247e-05,1.61593e-05,1.58943e-07,0
-3.21495e-05,1.99412e-05,-2.80515e-06,-7.37475e-06,1.39449e-05,-1.45836e-05,1.46542e-05,3.2754e-06,0
-2.9051e-05,1.65218e-05,-1.10456e-06,-6.93461e-06,1.40864e-05,-1.5034e-05,1.55284e-05,6.41075e-06,0
-2.76316e-05,1.23934e-05,3.36732e-07,-6.77281e-06,1.18359e-05,-1.51637e-05,1.66921e-05,7.82104e-06,0
-2.86539e-05,9.2782e-06,-1.7185e-06,-7.52793e-06,8.6631e-06,-1.47396e-05,1.73309e-05,7.50059e-06,0
-2.98122e-05,6.4883e-06,-3.98649e-06,-8.51788e-06,6.70467e-06,-1.3378e-05,1.75681e-05,6.15565e-06,0
-2.99266e-05,4.02167e-06,-2.71713e-06,-9.54738e-06,7.59091e-06,-1.09589e-05,1.65599e-05,5.98135e-06,0
-2.9563e-05,2.62099e-06,-2.37492e-07,-9.00656e-06,1.04913e-05,-9.21497e-06,1.57208e-05,6.51775e-06,0
-2.81823e-05,2.56493e-06,1.69009e-07,-5.67643e-06,1.21853e-05,-9.94025e-06,1.54001e-05,7.92261e-06,0
-2.70021e-05,2.34947e-06,-1.5162e-06,-1.70061e-06,1.21528e-05,-1.11034e-05,1.59262e-05,1.01473e-05,0
-2.62695e-05,1.22936e-06,-3.9213e-06,-2.31838e-08,1.08168e-05,-1.06189e-05,1.69132e-05,1.06885e-05,0
-2.61117e-05,5.29206e-07,-7.38827e-06,-8.70761e-07,1.08226e-05,-8.7526e-06,1.5354e-05,1.13734e-05,0
-2.72031e-05,2.5379e-06,-1.12966e-05,-1.25741e-06,1.14207e-05,-6.76306e-06,1.33744e-05,1.17505e-05,0
-2.7613e-05,5.90297e-06,-1.2474e-05,4.72637e-07,1.04503e-05,-5.05753e-06,1.53089e-05,9.99997e-06,0
-2.78377e-05,6.85801e-06,-1.14597e-05,2.07004e-06,9.13223e-06,-4.26675e-06,1.70845e-05,9.08122e-06,0
-2.98424e-05,6.96461e-06,-9.94705e-06,1.44993e-06,8.04635e-06,-6.01344e-06,1.62016e-05,9.22128e-06,0
-3.13777e-05,8.38779e-06,-9.4448e-06,-1.7335e-06,9.06122e-06,-8.5089e-06,1.44716e-05,1.00362e-05,0
-3.23014e-05,1.01399e-05,-9.77664e-06,-5.94237e-06,1.0486e-05,-8.11661e-06,1.26793e-05,9.75211e-06,0
-3.36077e-05,1.04126e-05,-9.35469e-06,-8.34825e-06,1.09662e-05,-6.65461e-06,1.22158e-05,7.65091e-06,0
-3.29743e-05,1.05714e-05,-8.12692e-06,-9.53258e-06,1.14823e-05,-7.4061e-06,1.11698e-05,6.53355e-06,0
-3.18381e-05,1.12067e-05,-6.40169e-06,-1.04291e-05,1.23825e-05,-9.41557e-06,8.44104e-06,6.364e-06,0
-3.12976e-05,1.01753e-05,-5.52306e-06,-1.35681e-05,1.22053e-05,-9.24677e-06,7.34827e-06,5.49374e-06,0
-3.05082e-05,9.64437e-06,-4.74363e-06,-1.88955e-05,1.12075e-05,-7.38019e-06,8.72561e-06,3.31363e-06,0
-3.00382e-05,1.17056e-05,-3.3071e-06,-2.00021e-05,1.00017e-05,-6.5413e-06,9.66625e-06,2.7689e-06,0
-2.99009e-05,1.43867e-05,-7.97613e-07,-1.55772e-05,9.30233e-06,-7.99976e-06,9.25405e-06,4.71575e-06,0
-2.91342e-05,1.55358e-05,2.10939e-06,-9.94261e-06,1.01082e-05,-1.07132e-05,8.90135e-06,7.02789e-06,0
-2.85224e-05,1.65454e-05,3.8228e-06,-6.07829e-06,1.19812e-05,-1.28647e-05,8.95906e-06,7.59836e-06,0
-2.9097e-05,1.82057e-05,3.53479e-06,-2.6549e-06,1.29599e-05,-1.57555e-05,9.36405e-06,6.58727e-06,0
-3.01384e-05,1.98661e-05,2.46267e-06,4.85012e-07,1.15525e-05,-2.10022e-05,1.04332e-05,4.35333e-06,0
-3.07896e-05,2.02286e-05,1.59107e-06,1.09291e-06,9.85462e-06,-2.60161e-05,1.18734e-05,1.54329e-06,0
-3.0827e-05,2.00025e-05,1.37622e-06,-6.18202e-07,9.86082e-06,-2.65745e-05,1.28732e-05,-6.83462e-07,0
-2.99491e-05,2.15429e-05,2.26068e-06,-3.43936e-06,1.04361e-05,-2.43339e-05,1.30761e-05,-1.66996e-06,0
-2.8902e-05,2.48351e-05,3.07865e-06,-7.4578e-06,1.0083e-05,-2.33735e-05,1.22406e-05,-1.28266e-06,0
-2.89983e-05,2.74779e-05,2.76758e-06,-1.0949e-05,1.08416e-05,-2.31767e-05,1.05594e-05,-4.66969e-07,0
-3.04485e-05,2.73686e-05,9.59977e-07,-1.17648e-05,1.24678e-05,-2.18155e-05,9.64228e-06,4.1318e-07,0
-3.10922e-05,2.62305e-05,-1.29935e-06,-9.64258e-06,1.27529e-05,-2.0247e-05,9.22556e-06,9.77932e-07,0
-3.07286e-05,2.54459e-05,-4.0117e-06,-5.44677e-06,1.1955e-05,-1.85684e-05,8.57789e-06,2.6436e-06,0
-3.10251e-05,2.50214e-05,-9.20664e-06,-5.91886e-07,1.19242e-05,-1.67247e-05,8.45971e-06,5.61119e-06,0
-3.12246e-05,2.58857e-05,-1.68531e-05,3.00118e-06,1.25106e-05,-1.51938e-05,9.38285e-06,7.42654e-06,0
-3.05317e-05,2.66763e-05,-2.42633e-05,2.9322e-06,1.45616e-05,-1.28434e-05,1.09435e-05,5.85415e-06,0
