ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-2.5995e-05,6.22182e-06,-2.73573e-05,-4.89801e-05,9.68831e-06,-1.05218e-05,4.35129e-06,-5.72017e-06,0
-2.68702e-05,7.4267e-06,-2.35996e-05,-7.96753e-05,1.27405e-05,-1.15574e-05,4.18159e-06,-6.73625e-06,0
-2.88509e-05,1.02837e-05,-1.96556e-05,-8.51786e-05,1.06422e-05,-1.12397e-05,6.67197e-06,-6.90355e-06,0
-2.9881e-05,1.23715e-05,-1.80019e-05,-5.24358e-05,4.03862e-06,-1.12352e-05,8.40558e-06,-6.22398e-06,0
-2.88865e-05,1.45166e-05,-1.86398e-05,1.82519e-05,-2.19156e-06,-1.15167e-05,8.39926e-06,-3.75319e-06,0
-2.70603e-05,1.7451e-05,-1.9429e-05,8.36526e-05,-2.28621e-06,-1.06539e-05,6.75749e-06,-3.40247e-07,0
-2.5682e-05,1.89239e-05,-1.67199e-05,9.75067e-05,3.37028e-06,-8.95448e-06,5.16156e-06,1.01154e-06,0
-2.51365e-05,1.79651e-05,-1.31562e-05,7.28261e-05,7.31944e-06,-7.21838e-06,7.21571e-06,2.37948e-07,0
-2.61337e-05,1.74806e-05,-1.31066e-05,5.40525e-05,4.71258e-06,-6.11183e-06,1.09818e-05,-7.24109e-07,0
-2.77737e-05,1.98258e-05,-1.32086e-05,5.86286e-05,-5.69496e-08,-5.40449e-06,1.22297e-05,6.66707e-07,0
-2.87298e-05,2.1345e-05,-8.45372e-06,6.82335e-05,-7.82784e-07,-4.66332e-06,8.2416e-06,3.72167e-06,0
-2.89809e-05,2.12867e-05,-2.82321e-06,6.63213e-05,2.68662e-06,-5.76232e-06,-2.65836e-06,5.4663e-06,0
-2.85336e-05,2.24415e-05,-1.99065e-06,5.05301e-05,9.0639e-06,-7.63769e-06,-1.48636e-05,4.77554e-06,0
-2.7316e-05,2.48015e-05,-4.70855e-06,3.25879e-05,1.4128e-05,-7.12936e-06,-1.4549e-05,2.3658e-06,0
-2.71282e-05,2.60282e-05,-8.27096e-06,2.27504e-05,1.28815e-05,-6.21011e-06,4.25614e-06,4.26975e-07,0
-2.84627e-05,2.43619e-05,-1.14412e-05,3.7292e-06,6.5555e-06,-6.74066e-06,3.10018e-05,-2.66953e-07,0
-3.02879e-05,2.22586e-05,-1.32972e-05,-3.94388e-05,-9.49036e-08,-8.3238e-06,5.22886e-05,-4.55633e-07,0
-3.1354e-05,2.10884e-05,-1.20603e-05,-8.3338e-05,-4.06468e-06,-1.19502e-05,6.1893e-05,-6.86133e-08,0
-3.0708e-05,2.00381e-05,-8.57517e-06,-9.94121e-05,-6.96811e-06,-1.56451e-05,5.9833e-05,2.14429e-06,0
-2.97121e-05,1.7343e-05,-5.15126e-06,-9.58629e-05,-9.32791e-06,-1.7671e-05,5.02486e-05,5.18983e-06,0
-3.06259e-05,1.50061e-05,-3.63066e-06,-9.54833e-05,-9.13899e-06,-1.83697e-05,3.6136e-05,6.54413e-06,0
-3.2195e-05,2.1223e-05,-3.33189e-06,-9.79408e-05,-6.10807e-06,-1.71425e-05,1.71421e-05,5.88501e-06,0
-3.27131e-05,3.69921e-05,-5.15016e-07,-8.97196e-05,-3.85061e-06,-1.57374e-05,-1.00434e-05,4.8947e-06,0
-3.30741e-05,5.12559e-05,6.24362e-06,-6.95585e-05,-5.19579e-06,-1.47028e-05,-4.25812e-05,5.21237e-06,0
-3.36934e-05,5.50606e-05,1.65731e-05,-4.11193e-05,-9.30678e-06,-1.41647e-05,-6.70443e-05,5.92699e-06,0
-3.40176e-05,4.5829e-05,2.79474e-05,-2.91851e-06,-1.37535e-05,-1.45571e-05,-7.2826e-05,6.00372e-06,0
-3.3563e-05,2.54415e-05,3.7469e-05,4.5558e-05,-1.40789e-05,-1.4006e-05,-6.08106e-05,5.24907e-06,0
-3.23717e-05,2.08289e-06,4.01949e-05,8.85358e-05,-7.60293e-06,-1.10151e-05,-4.01212e-05,4.61747e-06,0
-3.07068e-05,-1.02304e-05,3.32454e-05,0.000102546,2.98905e-06,-7.78053e-06,-1.90311e-05,5.2868e-06,0
-2.96465e-05,-3.64613e-06,1.76538e-05,7.80317e-05,1.3409e-05,-6.84502e-06,3.85135e-07,6.52458e-06,0
-2.86607e-05,1.34435e-05,-6.22171e-07,2.46068e-05,2.49506e-05,-6.3656e-06,1.86442e-05,6.30909e-06,0
-2.75322e-05,2.28017e-05,-1.57127e-05,-3.671e-05,3.49025e-05,-4.83084e-06,3.43281e-05,4.99621e-06,0
-2.74342e-05,1.6117e-05,-2.63431e-05,-7.03217e-05,3.19853e-05,-5.03808e-06,4.4918e-05,4.9349e-06,0
-2.83421e-05,1.62704e-06,-3.13814e-05,-5.48656e-05,1.47097e-05,-8.83148e-06,4.79258e-05,6.66645e-06,0
-2.79678e-05,-1.12148e-05,-3.29864e-05,-2.00209e-05,-1.51108e-06,-1.27524e-05,4.326e-05,7.93408e-06,0
-2.6944e-05,-1.95992e-05,-3.40489e-05,4.27507e-06,-5.34037e-06,-1.31734e-05,3.5103e-05,6.21775e-06,0
-2.82305e-05,-2.11324e-05,-3.55247e-05,2.40755e-05,-1.64611e-06,-1.2466e-05,2.79644e-05,2.02179e-06,0
-2.98005e-05,-1.66027e-05,-3.51302e-05,4.8538e-05,2.07387e-06,-1.17998e-05,2.31316e-05,-1.05852e-06,0
-2.89e-05,-1.09615e-05,-3.04346e-05,6.77478e-05,5.24269e-06,-1.00719e-05,2.06455e-05,-8.24644e-07,0
-2.84033e-05,-8.18185e-06,-2.21501e-05,7.28374e-05,7.28855e-06,-8.39798e-06,1.92525e-05,1.63997e-06,0
-3.08776e-05,-9.30786e-06,-1.04767e-05,6.64942e-05,9.03725e-06,-7.56061e-06,1.91675e-05,3.23441e-06,0
-3.33372e-05,-9.73016e-06,8.76111e-07,6.18616e-05,9.36847e-06,-8.96031e-06,1.99137e-05,1.85042e-06,0
-3.44525e-05,-6.76362e-06,6.43301e-06,6.57661e-05,7.99327e-06,-1.09557e-05,1.70567e-05,-3.4619e-07,0
-3.51946e-05,-2.11851e-07,6.98264e-06,5.96434e-05,7.6981e-06,-1.22083e-05,2.80987e-06,-2.73817e-07,0
-3.60042e-05,6.60183e-06,3.23465e-06,2.41538e-05,8.04696e-06,-1.38103e-05,-1.97383e-05,2.14835e-06,0
-3.65367e-05,9.85434e-06,-4.28628e-06,-4.12553e-05,1.11676e-05,-1.5073e-05,-3.23885e-05,2.72586e-06,0
-3.53302e-05,1.22541e-05,-1.28802e-05,-0.000111637,1.63572e-05,-1.52768e-05,-2.96103e-05,3.92256e-07,0
-3.41171e-05,1.55944e-05,-1.94481e-05,-0.000148564,1.91264e-05,-1.45775e-05,-2.59369e-05,-1.63367e-06,0
-3.4466e-05,1.80341e-05,-2.25691e-05,-0.000121501,1.59283e-05,-1.4625e-05,-3.07294e-05,-1.89514e-06,0
-3.58095e-05,1.82736e-05,-2.33216e-05,-4.82058e-05,1.00033e-05,-1.64342e-05,-3.36742e-05,-1.16411e-06,0
-3.59496e-05,1.69785e-05,-2.52127e-05,9.72545e-06,5.41429e-06,-1.84828e-05,-2.45853e-05,1.08107e-08,0
-3.46256e-05,1.57033e-05,-2.99487e-05,1.46049e-05,2.42507e-06,-1.95025e-05,-4.07451e-06,3.52874e-07,0
-3.27067e-05,1.77868e-05,-3.39353e-05,-9.10895e-06,7.8194e-07,-1.9696e-05,2.0074e-05,-5.51388e-07,0
-2.99673e-05,2.51891e-05,-2.97643e-05,-1.11562e-06,8.34681e-08,-1.78645e-05,3.96584e-05,-1.07787e-06,0
-2.7751e-05,3.5627e-05,-1.55391e-05,6.57725e-05,1.54078e-06,-1.37442e-05,5.08312e-05,-5.69117e-07,0
