ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-3.04698e-05,1.76497e-05,-5.4725e-06,-2.89912e-06,1.00411e-05,-3.07565e-06,1.47562e-05,3.33632e-06,0
-3.19056e-05,1.69777e-05,-5.2803e-06,-2.18022e-06,8.62157e-06,-3.34832e-06,1.64391e-05,1.65779e-06,0
-3.26363e-05,1.51833e-05,-5.78436e-06,-2.67321e-06,6.23761e-06,-5.78316e-06,1.5792e-05,1.01555e-06,0
-3.18746e-05,1.4396e-05,-4.95567e-06,-2.352e-06,3.84781e-06,-8.21354e-06,1.3698e-05,1.43196e-06,0
-3.0423e-05,1.48843e-05,-3.38635e-06,-1.23985e-06,3.25356e-06,-9.2468e-06,1.1896e-05,1.73419e-06,0
-2.94373e-05,1.40178e-05,-3.21988e-06,-1.46069e-07,3.33864e-06,-8.86104e-06,1.19676e-05,1.49847e-06,0
-2.85945e-05,1.04153e-05,-3.59824e-06,-8.79308e-08,1.8804e-06,-7.92695e-06,1.36361e-05,1.63559e-06,0
-2.82231e-05,6.68087e-06,-3.2555e-06,-2.07224e-06,-2.91776e-07,-6.73705e-06,1.48984e-05,1.56242e-06,0
-2.87881e-05,6.63268e-06,-3.18036e-06,-4.69441e-06,-2.5055e-06,-5.2972e-06,1.57359e-05,5.40202e-07,0
-2.94726e-05,8.48375e-06,-3.34745e-06,-5.59324e-06,-4.50552e-06,-4.15108e-06,1.61972e-05,-1.08613e-06,0
-2.84401e-05,8.8155e-06,-3.53447e-06,-5.82558e-06,-3.77301e-06,-2.98894e-06,1.59061e-05,-1.75775e-06,0
-2.61544e-05,9.19851e-06,-5.01016e-06,-6.35804e-06,-4.2909e-07,-1.41044e-06,1.49503e-05,-2.18794e-06,0
-2.42766e-05,1.158e-05,-6.61771e-06,-6.41909e-06,3.5236e-06,-9.13606e-07,1.11823e-05,-2.98722e-06,0
-2.34212e-05,1.22684e-05,-7.58853e-06,-5.54067e-06,5.57348e-06,-2.07069e-06,4.48987e-06,-2.37933e-06,0
-2.36129e-05,9.883e-06,-9.4409e-06,-4.4444e-06,5.94565e-06,-4.21008e-06,4.47788e-07,-4.38035e-08,0
-2.4038e-05,6.03614e-06,-1.08787e-05,-1.79343e-06,6.98949e-06,-7.25553e-06,9.04517e-07,1.75414e-06,0
-2.42754e-05,5.28483e-06,-1.04925e-05,1.09671e-06,8.44334e-06,-9.27825e-06,1.6863e-06,2.06884e-06,0
-2.50677e-05,7.79722e-06,-1.00608e-05,2.33916e-06,1.02915e-05,-9.08823e-06,3.44976e-06,1.56241e-06,0
-2.69807e-05,8.92068e-06,-1.07397e-05,3.17992e-06,1.291e-05,-7.68998e-06,8.39915e-06,1.72964e-06,0
-2.90977e-05,9.23099e-06,-1.27851e-05,3.3079e-06,1.49613e-05,-7.61593e-06,1.45169e-05,2.43566e-06,0
-3.00622e-05,1.02198e-05,-1.46873e-05,5.19703e-06,1.62303e-05,-8.15962e-06,1.96651e-05,1.92627e-06,0
-3.07015e-05,9.2901e-06,-1.55382e-05,8.01265e-06,1.70781e-05,-8.22037e-06,2.47266e-05,-2.89157e-07,0
-3.04932e-05,4.95328e-06,-1.70723e-05,7.71248e-06,1.64439e-05,-7.89525e-06,3.27769e-05,-7.46987e-07,0
-2.93625e-05,1.25648e-06,-1.90054e-05,4.41408e-06,1.50494e-05,-7.14088e-06,4.20753e-05,1.67609e-06,0
-2.94427e-05,2.33725e-06,-2.03124e-05,8.55438e-08,1.46989e-05,-6.04879e-06,4.88e-05,2.47027e-06,0
-3.1383e-05,4.96175e-06,-1.91168e-05,-4.99469e-06,1.53434e-05,-4.31911e-06,5.19706e-05,2.19793e-06,0
-3.42256e-05,5.38959e-06,-1.58145e-05,-1.10499e-05,1.51181e-05,-4.02359e-06,5.06796e-05,3.03954e-06,0
-3.56044e-05,5.22356e-06,-1.16563e-05,-1.61656e-05,1.3287e-05,-5.46591e-06,4.64144e-05,5.26693e-06,0
-3.51824e-05,6.1554e-06,-5.16299e-06,-1.94018e-05,1.25485e-05,-7.00771e-06,4.16545e-05,7.49987e-06,0
-3.36521e-05,8.32389e-06,4.79286e-06,-2.09961e-05,1.21705e-05,-7.91671e-06,3.62976e-05,7.74432e-06,0
-3.11558e-05,1.05258e-05,1.9169e-05,-2.27964e-05,1.10014e-05,-8.01426e-06,2.65062e-05,6.38637e-06,0
-2.8777e-05,1.28376e-05,3.64904e-05,-2.7721e-05,8.78309e-06,-8.6222e-06,1.04292e-05,5.21262e-06,0
-2.85171e-05,1.53665e-05,5.19539e-05,-3.71939e-05,7.2376e-06,-1.0183e-05,-7.29226e-06,5.19309e-06,0
-3.016e-05,1.81052e-05,5.84067e-05,-4.60913e-05,7.43426e-06,-1.30535e-05,-2.064e-05,4.65734e-06,0
-3.20585e-05,2e-05,5.03232e-05,-4.74837e-05,7.85061e-06,-1.63667e-05,-2.603e-05,2.98963e-06,0
-3.28421e-05,2.13865e-05,2.74023e-05,-4.15781e-05,7.92946e-06,-1.92324e-05,-2.31431e-05,1.21368e-06,0
-3.31854e-05,2.27408e-05,-5.54622e-06,-3.3799e-05,7.60493e-06,-2.19044e-05,-1.61378e-05,3.72316e-07,0
-3.35027e-05,2.34066e-05,-3.96166e-05,-2.69239e-05,6.69032e-06,-2.29159e-05,-1.03309e-05,1.17333e-06,0
-3.27263e-05,2.35725e-05,-6.56044e-05,-2.06266e-05,5.80729e-06,-2.09038e-05,-6.72391e-06,2.60395e-06,0
-3.18887e-05,2.29868e-05,-7.70735e-05,-1.43344e-05,7.86191e-06,-1.71813e-05,-3.75221e-06,2.05933e-06,0
-3.11894e-05,2.04879e-05,-7.37207e-05,-1.0942e-05,1.13751e-05,-1.54396e-05,-1.2916e-07,1.49126e-07,0
-3.09598e-05,1.70377e-05,-6.086e-05,-1.17383e-05,1.31635e-05,-1.5898e-05,3.0114e-06,-5.2774e-07,0
-3.12867e-05,1.50043e-05,-4.4705e-05,-1.38544e-05,1.27155e-05,-1.71232e-05,3.06953e-06,1.67897e-06,0
-3.13214e-05,1.45836e-05,-3.22099e-05,-1.72659e-05,1.24886e-05,-1.80117e-05,1.3424e-06,4.21781e-06,0
-3.22543e-05,1.46214e-05,-2.32047e-05,-1.54589e-05,1.3486e-05,-1.58757e-05,-5.99389e-07,3.77672e-06,0
-3.21198e-05,1.45854e-05,-1.64463e-05,-7.59912e-06,1.31607e-05,-1.44302e-05,-1.29606e-06,2.69626e-06,0
-3.00772e-05,1.36066e-05,-1.44932e-05,-2.19208e-06,1.14933e-05,-1.56577e-05,2.34908e-06,1.15918e-06,0
-2.88472e-05,1.06498e-05,-1.49474e-05,1.25617e-07,1.01964e-05,-1.61558e-05,1.10029e-05,-2.74356e-07,0
-2.84594e-05,7.11041e-06,-1.54142e-05,-3.42948e-07,9.35095e-06,-1.53922e-05,2.20195e-05,4.77654e-08,0
-2.92359e-05,4.24499e-06,-1.59562e-05,-1.70883e-06,1.05672e-05,-1.38856e-05,2.84247e-05,7.70942e-07,0
-2.92008e-05,3.22442e-06,-1.71442e-05,-3.94466e-07,1.38691e-05,-1.27502e-05,2.71853e-05,-2.52326e-07,0
-2.81266e-05,3.23328e-06,-1.64302e-05,2.06584e-06,1.63648e-05,-1.13478e-05,2.27763e-05,-6.45784e-07,0
-2.86916e-05,2.48222e-06,-1.30923e-05,3.48296e-06,1.63792e-05,-1.05076e-05,1.87144e-05,6.53978e-07,0
-3.03994e-05,1.06986e-06,-7.89954e-06,2.94012e-06,1.38852e-05,-1.06851e-05,1.63104e-05,7.84152e-07,0
-3.25028e-05,7.3049e-07,-3.29481e-06,3.34733e-06,1.25068e-05,-1.1192e-05,1.38803e-05,-5.30309e-07,0
-3.32212e-05,2.67907e-06,-1.16802e-06,6.46857e-06,1.50301e-05,-1.17257e-05,9.90746e-06,-1.80525e-06,0
-3.28522e-05,4.58043e-06,-1.59925e-06,9.99283e-06,1.73454e-05,-1.24103e-05,6.03538e-06,-2.05599e-06,0
-3.1842e-05,3.82705e-06,-2.59431e-06,1.19733e-05,1.69136e-05,-1.28809e-05,2.70505e-06,-2.63325e-06,0
-3.05186e-05,1.56373e-06,-2.67396e-06,1.07918e-05,1.63021e-05,-1.31667e-05,-5.34956e-07,-2.76322e-06,0
-2.9272e-05,8.72929e-07,-2.8224e-06,7.08248e-06,1.72209e-05,-1.28879e-05,-2.29384e-06,-1.19789e-06,0
-2.859e-05,2.41771e-06,-3.32409e-06,2.82651e-06,1.84593e-05,-1.21251e-05,-1.90174e-06,7.70086e-07,0
-2.9568e-05,5.56953e-06,-3.8081e-06,-1.99132e-06,1.90315e-05,-1.09883e-05,-1.99568e-06,1.97482e-07,0
-3.10134e-05,9.41581e-06,-2.81479e-06,-8.66326e-06,1.8934e-05,-8.79055e-06,-3.37638e-06,-2.27884e-06,0
-3.1666e-05,1.1136e-05,-3.71411e-07,-1.58554e-05,1.86862e-05,-6.4479e-06,-4.19111e-06,-2.4456e-06,0
-3.12525e-05,8.43235e-06,2.28396e-06,-1.9585e-05,1.84655e-05,-4.976e-06,-4.05986e-06,3.8673e-07,0
-3.08411e-05,3.8365e-06,1.49843e-06,-1.66244e-05,1.68525e-05,-6.24875e-06,-2.61404e-06,2.57701e-06,0
-3.12902e-05,-6.03416e-07,-1.76821e-06,-9.55641e-06,1.63024e-05,-7.68721e-06,2.35862e-06,3.65493e-06,0
-3.31791e-05,-4.63429e-06,-4.15999e-06,-4.03552e-06,1.5786e-05,-7.21748e-06,8.99383e-06,4.47585e-06,0
-3.44995e-05,-5.85095e-06,-4.50507e-06,-1.60978e-06,1.36302e-05,-5.78035e-06,1.34405e-05,5.04058e-06,0
-3.52274e-05,-3.92412e-06,-4.05533e-06,-1.82463e-07,1.17407e-05,-4.38175e-06,1.80046e-05,6.22106e-06,0
-3.49714e-05,-8.92555e-08,-3.56296e-06,1.46908e-07,1.19044e-05,-3.89629e-06,2.59695e-05,5.76156e-06,0
-3.40189e-05,2.1865e-06,-2.94329e-06,-1.07233e-06,1.51173e-05,-5.47744e-06,3.66181e-05,3.17371e-06,0
-3.38489e-05,1.12428e-06,-3.31241e-06,-3.89306e-06,1.82178e-05,-6.05505e-06,4.44845e-05,1.14743e-06,0
-3.46788e-05,1.16797e-06,-3.79046e-06,-7.06868e-06,2.03537e-05,-5.19273e-06,4.60546e-05,2.00492e-07,0
-3.5054e-05,4.76769e-06,-3.24717e-06,-6.59014e-06,2.24463e-05,-6.00859e-06,4.29619e-05,5.22243e-07,0
