ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-2.82864e-05,9.38481e-06,-4.22323e-06,-6.19636e-06,-1.46179e-06,-8.38592e-06,-9.18276e-07,-7.4367e-06,0
-2.83007e-05,8.07366e-06,-4.4309e-06,-3.06243e-06,-2.33062e-06,-9.31369e-06,-8.93029e-06,-5.95192e-06,0
-2.88393e-05,6.0938e-06,-3.5233e-06,-1.21926e-06,-1.01378e-06,-9.01964e-06,-1.02057e-05,-3.8446e-06,0
-2.86501e-05,3.61142e-06,-3.56828e-06,-3.91093e-06,7.01235e-06,-7.8176e-06,-7.22284e-06,-2.28392e-06,0
-2.7781e-05,3.11147e-06,-6.06491e-06,-9.30057e-06,1.75975e-05,-6.50586e-06,-1.71057e-06,-2.15891e-06,0
-2.72477e-05,4.76185e-06,-9.66622e-06,-1.2112e-05,2.36686e-05,-5.45095e-06,5.31708e-06,-3.81503e-06,0
-2.75406e-05,6.51348e-06,-1.38587e-05,-1.13094e-05,2.35526e-05,-4.25705e-06,1.40811e-05,-2.58449e-06,0
-2.82605e-05,7.29326e-06,-1.85071e-05,-8.17022e-06,1.79184e-05,-4.03362e-06,2.23563e-05,6.29421e-07,0
-2.84968e-05,8.1457e-06,-2.11907e-05,-4.41139e-06,7.89219e-06,-3.72915e-06,2.70976e-05,2.60244e-06,0
-2.90291e-05,9.10314e-06,-2.14154e-05,-2.69309e-06,-5.36601e-06,-2.08851e-06,2.87617e-05,3.17814e-06,0
-2.99292e-05,9.71148e-06,-1.94131e-05,-5.90965e-06,-1.76914e-05,-1.51511e-06,2.91149e-05,2.99142e-06,0
-3.13603e-05,9.83518e-06,-1.67941e-05,-1.11802e-05,-2.1053e-05,-3.8038e-06,2.91298e-05,1.16403e-06,0
-3.16439e-05,1.03441e-05,-1.5311e-05,-1.34204e-05,-1.37722e-05,-7.20583e-06,2.9477e-05,-1.86357e-06,0
-2.98554e-05,1.16893e-05,-1.57919e-05,-1.27732e-05,-3.3303e-06,-9.03863e-06,3.01576e-05,-3.74731e-06,0
-2.88126e-05,1.2819e-05,-1.59816e-05,-1.36546e-05,3.46979e-06,-8.68844e-06,3.01562e-05,-4.32667e-06,0
-2.98419e-05,1.40564e-05,-1.45101e-05,-1.58756e-05,5.64e-06,-6.92101e-06,2.97272e-05,-3.91427e-06,0
-3.1712e-05,1.53018e-05,-1.12613e-05,-1.71747e-05,5.21668e-06,-5.51729e-06,2.91349e-05,-2.79307e-06,0
-3.30177e-05,1.63905e-05,-6.94684e-06,-1.7857e-05,5.13825e-06,-3.87508e-06,2.76309e-05,-9.50285e-07,0
-3.31381e-05,1.80184e-05,-3.96255e-06,-1.77086e-05,6.47973e-06,-2.17798e-06,2.48684e-05,1.34391e-07,0
-3.21368e-05,2.05681e-05,-3.33826e-06,-1.69441e-05,7.66483e-06,-1.6908e-06,2.16987e-05,-5.18563e-07,0
-3.03525e-05,2.26924e-05,-4.92067e-06,-1.66205e-05,8.46801e-06,-3.11046e-06,1.81742e-05,-2.30965e-06,0
-2.84816e-05,2.45801e-05,-6.08551e-06,-1.63145e-05,8.49834e-06,-6.09989e-06,1.53344e-05,-2.16782e-06,0
-2.84382e-05,2.48601e-05,-4.4904e-06,-1.36531e-05,7.06302e-06,-8.71758e-06,1.35755e-05,-1.56503e-06,0
-2.87604e-05,2.40766e-05,-2.46819e-06,-1.14598e-05,4.80348e-06,-1.0081e-05,1.21179e-05,-1.47518e-06,0
-2.72901e-05,2.49049e-05,-1.71228e-06,-1.13949e-05,4.86042e-06,-1.03623e-05,9.84715e-06,-7.09606e-07,0
-2.523e-05,2.63098e-05,-3.30255e-07,-1.14024e-05,7.58008e-06,-1.06719e-05,8.02118e-06,4.40408e-07,0
-2.54103e-05,2.58482e-05,2.0964e-06,-1.14452e-05,1.08298e-05,-1.10686e-05,7.34071e-06,1.03712e-06,0
-2.66992e-05,2.53424e-05,2.67885e-06,-1.18565e-05,1.2394e-05,-1.05516e-05,7.6505e-06,8.58284e-07,0
-2.74372e-05,2.57425e-05,1.8028e-06,-1.25574e-05,1.16132e-05,-1.0267e-05,8.93963e-06,-9.2171e-07,0
-2.8779e-05,2.41815e-05,2.81652e-06,-1.06392e-05,1.17507e-05,-8.77685e-06,8.82393e-06,-2.56998e-06,0
-2.91688e-05,2.09933e-05,4.65096e-06,-8.7937e-06,1.19461e-05,-8.1046e-06,8.04816e-06,-2.82326e-06,0
-2.93738e-05,2.08926e-05,5.64973e-06,-7.9149e-06,1.28158e-05,-9.9521e-06,6.99418e-06,-3.19306e-06,0
-3.09597e-05,2.33793e-05,5.40054e-06,-6.49825e-06,1.46775e-05,-1.09805e-05,4.0629e-06,-2.86775e-06,0
-3.18402e-05,2.36789e-05,3.98857e-06,-4.9703e-06,1.62029e-05,-1.03204e-05,9.45553e-07,-1.7647e-06,0
-3.02417e-05,2.21962e-05,1.9482e-06,-3.59663e-06,1.71497e-05,-9.88685e-06,-1.75913e-07,-1.56336e-06,0
-2.86361e-05,2.11185e-05,-9.71055e-07,-3.40411e-06,1.84318e-05,-1.04945e-05,3.21388e-07,-3.45353e-06,0
-2.99637e-05,2.04783e-05,-4.55004e-06,-4.23536e-06,1.93396e-05,-1.09866e-05,1.45942e-06,-4.99899e-06,0
-3.12866e-05,1.893e-05,-8.01528e-06,-5.60539e-06,1.93333e-05,-1.03669e-05,3.16263e-06,-4.8739e-06,0
-3.05189e-05,1.72458e-05,-1.14268e-05,-6.0554e-06,2.00362e-05,-9.55494e-06,5.04108e-06,-3.55816e-06,0
-2.89191e-05,1.64014e-05,-1.42e-05,-6.9812e-06,2.07411e-05,-1.06171e-05,5.79537e-06,-1.56702e-06,0
-2.81606e-05,1.65491e-05,-1.48697e-05,-8.94973e-06,2.04332e-05,-1.24619e-05,5.67325e-06,-3.61597e-07,0
-2.81368e-05,1.60137e-05,-1.35065e-05,-1.12646e-05,1.87707e-05,-1.28061e-05,5.63032e-06,-1.69567e-06,0
-2.73903e-05,1.49228e-05,-1.31273e-05,-1.25048e-05,1.58947e-05,-1.23134e-05,6.04402e-06,-3.78985e-06,0
-2.66913e-05,1.48114e-05,-1.52701e-05,-1.22493e-05,8.86077e-06,-1.27525e-05,6.70972e-06,-4.76906e-06,0
-2.8049e-05,1.57602e-05,-1.83862e-05,-1.10423e-05,-6.33912e-06,-1.31288e-05,7.16639e-06,-4.50483e-06,0
-3.09819e-05,1.61764e-05,-2.07357e-05,-1.07956e-05,-2.60325e-05,-1.31279e-05,6.6642e-06,-4.13262e-06,0
-3.32823e-05,1.42062e-05,-2.07674e-05,-9.48423e-06,-3.04867e-05,-1.34815e-05,6.67804e-06,-3.5973e-06,0
-3.43101e-05,1.10923e-05,-1.81002e-05,-4.4786e-06,-8.06129e-06,-1.36698e-05,8.06746e-06,-1.90016e-06,0
-3.38362e-05,9.63838e-06,-1.51477e-05,2.43504e-06,2.45701e-05,-1.22111e-05,8.94159e-06,-5.75003e-07,0
-3.21761e-05,9.90637e-06,-1.26164e-05,9.61263e-06,4.62415e-05,-1.03984e-05,8.28496e-06,-1.13309e-06,0
-3.07713e-05,1.10867e-05,-1.04767e-05,1.51994e-05,5.53542e-05,-9.8184e-06,6.68786e-06,-2.25542e-06,0
-3.09456e-05,1.16528e-05,-9.66301e-06,1.82711e-05,5.66049e-05,-1.02361e-05,5.60957e-06,-1.19243e-06,0
