ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,class
-2.97106e-05,2.05909e-05,2.61314e-06,-3.25355e-05,1.1229e-05,-1.26216e-05,1.98438e-05,-3.34364e-06,0
-3.14478e-05,1.9463e-05,3.55541e-06,-1.27118e-05,1.38756e-05,-1.50251e-05,2.70655e-05,-2.14436e-06,0
-3.31181e-05,1.85386e-05,5.88697e-06,1.81458e-06,1.66382e-05,-1.63871e-05,3.30797e-05,6.13235e-07,0
-3.20133e-05,1.87997e-05,8.67383e-06,7.60982e-06,1.67161e-05,-1.63645e-05,3.66376e-05,2.53144e-06,0
-2.89791e-05,1.98124e-05,1.06137e-05,8.2655e-06,1.30127e-05,-1.48781e-05,3.75449e-05,1.36031e-06,0
-2.74414e-05,2.16616e-05,1.09841e-05,7.50206e-06,8.37186e-06,-1.29454e-05,3.45822e-05,-1.08906e-06,0
-2.8357e-05,2.41181e-05,9.34385e-06,6.8981e-06,5.61084e-06,-1.12537e-05,2.85711e-05,-1.96909e-06,0
-2.93787e-05,2.61047e-05,5.63159e-06,5.81563e-06,5.9894e-06,-1.00871e-05,2.03916e-05,-3.06858e-06,0
-2.94324e-05,2.74259e-05,-5.02499e-08,4.60886e-06,8.52803e-06,-1.02174e-05,1.05722e-05,-5.37473e-06,0
-2.99143e-05,2.781e-05,-6.83272e-06,5.76349e-06,1.17254e-05,-1.02176e-05,1.0513e-06,-6.74985e-06,0
-2.9705e-05,2.62665e-05,-1.43673e-05,8.94306e-06,1.26745e-05,-9.65809e-06,-7.08347e-06,-6.68527e-06,0
-2.74968e-05,2.3493e-05,-2.28417e-05,8.78342e-06,1.03287e-05,-1.03168e-05,-1.29089e-05,-5.62088e-06,0
-2.68143e-05,2.11858e-05,-2.78838e-05,4.39492e-06,7.06625e-06,-1.22247e-05,-1.46028e-05,-5.46554e-06,0
-2.87128e-05,1.86173e-05,-2.56354e-05,1.39941e-06,4.26077e-06,-1.15051e-05,-1.4044e-05,-5.98414e-06,0
-2.98857e-05,1.59548e-05,-1.91766e-05,2.39123e-06,3.10144e-06,-9.00728e-06,-1.12209e-05,-4.83212e-06,0
-2.91275e-05,1.67487e-05,-1.63854e-05,6.53414e-06,3.8845e-06,-7.43111e-06,-7.40968e-06,-4.06321e-06,0
-2.76713e-05,2.01534e-05,-1.80853e-05,9.90861e-06,4.03474e-06,-6.40578e-06,-7.11265e-06,-4.65109e-06,0
-2.61787e-05,2.27859e-05,-2.00849e-05,9.1841e-06,4.64793e-06,-5.99502e-06,-8.54628e-06,-4.34007e-06,0
-2.48852e-05,2.21187e-05,-2.0283e-05,6.63629e-06,6.35213e-06,-6.25625e-06,-7.99617e-06,-3.97666e-06,0
-2.53828e-05,2.0992e-05,-1.79785e-05,3.22584e-06,8.52583e-06,-6.22155e-06,-3.22238e-06,-3.38397e-06,0
-2.65254e-05,2.2621e-05,-1.51371e-05,-5.35774e-07,9.85876e-06,-5.79546e-06,3.36128e-06,-2.23623e-06,0
-2.63405e-05,2.59327e-05,-1.27189e-05,-2.05548e-06,1.00802e-05,-6.53614e-06,5.94276e-06,-1.16625e-06,0
-2.53282e-05,2.89928e-05,-1.09437e-05,-1.24268e-06,1.00835e-05,-7.36085e-06,2.3891e-06,-9.57386e-07,0
-2.50138e-05,3.01651e-05,-1.03852e-05,-4.49605e-07,7.97142e-06,-8.26678e-06,-2.2339e-06,-2.07203e-06,0
-2.51571e-05,2.96969e-05,-9.2637e-06,-2.86081e-08,5.20825e-06,-9.38602e-06,-2.98964e-06,-3.5912e-06,0
-2.57225e-05,2.85735e-05,-8.66015e-06,-2.21444e-07,2.6864e-06,-9.85997e-06,-2.44927e-07,-3.86049e-06,0
-2.67143e-05,3.11013e-05,-9.66237e-06,-1.43282e-06,6.42427e-07,-9.96065e-06,3.13544e-06,-1.76768e-06,0
-2.76517e-05,3.9706e-05,-1.01215e-05,-3.2409e-06,-3.33419e-07,-1.15662e-05,5.94661e-06,-3.83282e-07,0
-2.85088e-05,5.11332e-05,-8.39751e-06,-5.51146e-06,1.70907e-07,-1.41201e-05,1.03718e-05,-4.48795e-07,0
-2.86142e-05,6.1341e-05,-6.0117e-06,-7.39422e-06,2.49938e-07,-1.47117e-05,1.69747e-05,-1.02069e-06,0
-2.76748e-05,6.93981e-05,-5.47361e-06,-8.11114e-06,-6.00271e-07,-1.27384e-05,2.40096e-05,-1.46346e-06,0
-2.59855e-05,7.40001e-05,-6.61695e-06,-8.35794e-06,-1.51358e-07,-1.01965e-05,2.90693e-05,-1.22754e-06,0
-2.4817e-05,7.21033e-05,-5.92282e-06,-1.09644e-05,9.76265e-07,-8.71626e-06,3.1286e-05,1.49206e-07,0
-2.44652e-05,6.17133e-05,-2.66707e-06,-1.47828e-05,3.4796e-07,-7.67489e-06,3.12418e-05,1.59812e-06,0
-2.51547e-05,4.37152e-05,-2.37985e-07,-1.8122e-05,-3.35819e-07,-7.72532e-06,2.98381e-05,2.52314e-06,0
-2.581e-05,2.25877e-05,-3.90326e-07,-2.1359e-05,1.33408e-06,-8.39999e-06,2.84794e-05,3.25307e-06,0
-2.55811e-05,3.24249e-06,-1.65499e-07,-2.14252e-05,6.60022e-06,-7.14793e-06,2.72037e-05,4.0353e-06,0
-2.56068e-05,-1.05827e-05,1.7679e-06,-1.69138e-05,1.54501e-05,-2.80271e-06,2.71757e-05,3.8814e-06,0
-2.54664e-05,-1.92271e-05,2.18942e-06,-8.66628e-06,2.3812e-05,1.45894e-06,2.99658e-05,1.76379e-06,0
-2.55136e-05,-2.84688e-05,1.11737e-06,-2.18332e-06,2.80979e-05,2.38782e-06,3.45321e-05,7.80583e-07,0
-2.70638e-05,-3.9172e-05,1.30463e-06,-6.34925e-07,2.84407e-05,1.02581e-06,3.62786e-05,2.5532e-06,0
-3.07598e-05,-4.34152e-05,3.2429e-06,-9.45451e-07,2.73367e-05,-1.43045e-06,3.29637e-05,4.09012e-06,0
